id,i_d,motor_speed,pm,stator_tooth
505,-1.2636721,1.8888464,0.86466837,0.15590642
506,1.0291483,-1.2224287,-0.09228302,0.012931967
507,1.0291623,-1.2224264,0.5845605,0.26064637
508,-1.9956104,1.8888518,1.4749383,0.76954997
509,1.0291493,-1.2224295,0.2418453,0.63637793
510,0.36732906,0.45712125,-0.9737414,-1.301735
511,0.9187695,-1.1899537,-0.39577886,-1.609044
512,-0.1943636,-0.13017298,0.9440695,1.0011297
513,-1.8002511,2.0241306,1.9859158,0.997559
514,-0.08053164,0.94193906,-0.0032067047,0.63840884
515,0.14249927,-0.15212297,-0.1806898,1.0706484
516,-0.35485065,1.4830343,0.7283693,1.4769987
517,-0.2940214,0.8066625,-0.33191174,-0.83664083
518,1.0139703,-0.8977737,-1.5881857,-0.44850934
519,0.96145326,-0.9518832,-1.4170933,0.36167166
520,0.86911833,0.07816229,-0.2176887,-0.2896653
521,0.25582573,-0.93392843,0.065946534,-0.91502184
522,1.0291455,-1.2224318,1.2860723,-1.1422887
523,0.586959,-0.25898513,0.64602435,0.46184883
524,0.51085746,-0.0049787634,-0.60215247,0.44657817
525,0.94714695,-1.0878676,0.09592916,0.46092495
526,0.71097785,-0.4608903,1.274369,1.9624957
527,1.0291519,-0.95188516,-1.8998986,-1.9857602
528,-1.4182268,1.8183761,0.94627297,0.8398114
529,0.8869695,-0.3885963,0.6993183,1.6856681
530,1.0139555,-0.8977703,-1.6024582,-0.8749779
531,-0.9248578,0.81432664,-0.15382397,0.62954587
532,-1.795161,2.0241342,0.8199085,0.35985076
533,1.0291235,-1.2224281,0.20132408,0.3900262
534,0.8112719,-0.51323164,-1.4021508,-0.4511662
535,0.995387,-0.7937077,0.33254415,-0.2655047
536,0.42486235,0.12286902,-0.8514124,-1.0679032
537,-1.3895446,2.024116,0.067999095,-0.30934516
538,1.02015,-0.41219416,0.4184143,1.0617818
539,-1.350996,1.0221134,1.4312437,1.3042755
540,0.038165092,-0.4378469,-0.8954084,-0.59863454
541,-1.2633173,1.0038816,0.72592515,0.3125269
542,1.029146,-1.2224269,0.98389024,0.77998203
543,0.33153477,-0.11051922,-0.4063511,0.76711744
544,1.0601057,-1.2224307,0.7522899,-1.7538481
545,0.91960174,-0.27204815,0.4487621,1.6111261
546,0.26789334,-0.70237017,-1.0641248,-0.91521794
547,1.029135,-1.222429,-0.68145895,-0.7946956
548,-1.9183636,1.3477633,1.4391791,0.7894813
549,0.14752364,-0.41079262,-1.0366255,-0.8802734
550,-2.2459333,0.5734229,0.00747121,-0.024697881
551,-0.32744917,0.23436208,-1.0866364,-0.48156372
552,-0.4766,-1.1412883,-2.2882576,-0.483734
553,-0.0031644788,1.0435944,0.83037597,0.46185845
554,-0.50268185,1.6183,1.3278009,0.95047736
555,-1.1748612,-0.7625013,-0.8375603,0.76949173
556,-0.009931122,-1.0680722,-0.764558,-0.60783744
557,-0.6271255,1.0675815,-0.012517208,0.6514628
558,-1.5120388,-0.41079202,-1.661668,-1.0712801
559,1.0291471,-1.2224296,-0.5951929,-1.5351852
560,1.0291467,-1.222431,-1.6815624,-1.0679032
561,1.029149,-1.2224286,-0.3148669,-1.407254
562,0.8201213,-1.1953797,-1.8331373,-1.7519224
563,-0.9997587,1.4830301,1.7419342,1.39293
564,-1.0768319,1.4830282,0.3367026,-0.18646225
565,-2.1361008,1.4830377,0.42187798,0.21188283
566,-0.84463644,-0.6813345,-0.50814563,-0.1751235
567,-1.0014862,1.8124983,-0.48257175,0.01394352
568,0.39064804,0.45712218,-0.006059722,-0.9125159
569,1.0222634,-0.77171844,-0.5577602,0.31185636
570,0.6935234,0.08497687,-1.1055633,-0.91029364
571,-1.448307,1.563739,0.29347828,-0.22088435
572,0.45539927,-0.857189,-1.7265551,-1.4360943
573,1.0291446,-1.2224299,-0.0070084054,-0.79551905
574,-0.8263884,2.0241191,-1.7149229,-1.1571642
575,0.8201226,-1.1953734,-1.9738868,-1.835852
576,-1.0811127,-0.494858,0.296437,0.31369692
577,0.38619572,-0.14024742,-1.5893589,-1.1820258
578,1.0291578,-0.95189434,-0.36451364,-1.2135845
579,1.0291606,-1.2224302,-0.29044905,-0.6137103
580,-0.44855708,1.3819774,-0.27044094,0.39479873
581,0.98560303,0.18441148,-0.68925864,-1.3699203
582,-0.35131094,1.3536457,0.22502027,0.13304493
583,1.0291463,-1.2224319,-1.2899569,-1.2537942
584,1.0291371,-1.2224306,0.05043271,-0.35846522
585,0.8201174,-1.1953739,-2.1325505,-1.8698527
586,-0.7918649,1.7876252,1.8554591,1.9916204
587,1.0291433,-1.2224319,-0.803972,-0.17157261
588,1.0291452,-1.2224314,-0.02878969,-0.89296466
589,0.45273355,0.047705334,0.5465464,0.49832654
590,-0.8728688,1.1567442,0.21841192,-0.22459725
591,-0.19956872,0.6713988,-1.0694511,0.08225185
592,-1.1721855,0.3901838,0.61413044,0.18219215
593,-0.10376815,0.8773615,-0.20195025,-0.22245446
594,0.05296199,-0.23253106,-0.8471713,-1.2097367
595,1.0291406,-1.2224299,0.52492726,1.0008281
596,-1.1990862,0.4242283,1.8184727,1.9916204
597,0.04657527,-0.6799489,0.37542444,-0.026603809
598,-0.11768797,0.9419413,-0.17063048,-0.37993845
599,-1.04782,1.4830227,1.6834815,0.43461886
600,-1.612748,0.8455813,-0.7756566,-0.22394615
601,0.14733942,0.0010715956,1.307578,1.1458045
602,-0.34546804,0.6713683,-1.2655575,-0.453508
603,1.0271776,-1.2106309,-0.62839806,-0.43172216
604,-0.17808293,-0.9518834,-0.8899678,0.6102429
605,-0.7397057,-1.0663277,-1.40956,0.7727045
606,-1.2533432,0.7622003,0.19751638,1.0440454
607,1.0101116,-0.66937184,0.9382227,1.1014987
608,0.7036394,-0.60017097,-1.1540122,-1.4705616
609,-0.48908332,1.3663615,-0.07917826,-0.2666102
610,-0.07669212,1.0610281,0.9580992,0.99171793
611,-0.8794029,0.06415755,0.16810454,0.08050115
612,-0.33595166,1.2248546,1.2342412,0.80446684
613,0.5394649,-0.32584378,1.4385054,1.1801709
614,-0.1694845,-0.14024782,-1.120546,0.13258372
615,0.3977715,0.42568344,1.4273149,1.5925251
616,1.0291529,-1.2224303,0.70744497,0.22080122
617,-1.1747934,-0.7625021,-1.248406,-1.3067133
618,0.8201293,-1.1953696,-1.9666319,-1.8325051
619,-0.69331455,0.53259313,1.8057264,1.8442348
620,0.8201162,-0.41079083,-1.826532,-1.4222322
621,-1.1942703,0.6724837,0.10486538,0.46143013
622,-0.3081465,1.198735,1.5521711,1.5339322
623,-1.885874,1.3477641,0.94031084,0.6568119
624,-0.6204426,0.17396325,-2.0996737,-1.3359267
625,0.91876745,-1.1899571,-0.32539755,-1.5289947
626,1.0291303,-1.2224315,-0.6297866,-0.7629384
627,1.0139812,-1.0601029,-1.9857494,-1.8424473
628,-1.1182505,1.4631239,-0.41665903,-0.43013975
629,1.0291364,-1.2224312,1.2555457,0.38795882
630,-0.6663402,0.7348822,0.2296438,-0.08969468
631,-0.09025802,0.94194317,0.6765912,-0.028177138
632,-1.9579085,0.8229006,0.24780309,0.84333134
633,0.85012865,-0.16188869,-1.5492538,-1.5267417
634,-2.1386921,0.94193363,0.94533557,0.6550338
635,-1.6037451,0.88509434,1.7213265,1.112905
636,-1.6326072,0.47779405,0.38281453,1.0146205
637,1.0292017,0.26557308,-0.92938536,-1.1870887
638,-0.120661296,-0.16527992,0.34429398,1.9912614
639,-1.3377556,0.88290614,1.7781043,1.8430873
640,-0.09955945,0.8594712,0.1740979,-0.45360819
641,0.38693967,-0.41079208,-0.29829988,-0.2864183
642,-2.013343,1.8888509,1.4494706,0.77187884
643,1.0291384,-1.222431,0.6984818,0.3112719
644,-1.1370059,-0.8543967,1.0024108,0.96682763
645,0.96864235,0.060579654,0.16672704,-0.5696496
646,1.0291406,-1.22243,0.10820463,-0.872784
647,0.35989797,-0.51393235,0.6806012,0.2347379
648,0.8201077,-0.4107924,0.06277209,1.0327424
649,-0.9646506,-0.13915123,0.47454062,0.8370866
650,1.0291504,-1.2224296,0.5553519,-0.27847126
651,0.45544112,-0.8571912,-1.7297708,-1.4316494
652,-0.43729293,0.778092,0.2285123,-0.053807676
653,-0.65108335,1.390593,0.6387597,1.2467043
654,1.0291431,-1.2224327,-0.5980618,-0.8307932
655,-1.9219398,0.845074,1.1216543,1.1538386
656,-0.4229425,1.693771,1.9026666,1.9916204
657,0.4554329,-0.8571939,-1.7196993,-1.0679032
658,-1.9531002,1.7535776,0.96476233,0.77066207
659,0.7018436,-0.57347256,-0.009342277,-0.41068247
660,0.29063216,0.40084141,-0.0062543117,-0.071225934
661,1.0291585,-1.2224298,1.1103902,1.042546
662,1.029135,-1.222428,0.38475177,0.79861975
663,-0.5060428,1.7528784,1.0719806,1.5700134
664,-0.34391952,0.3570536,0.9095926,1.1508249
665,1.0139732,-0.9951651,-1.2266353,-1.7947466
666,-1.3086436,0.63200647,0.983083,1.6417545
667,1.0085958,0.18219373,-0.8707248,0.7772544
668,0.9888542,-0.39909673,0.59516156,-0.14045846
669,-1.2023168,1.9044992,0.81270194,1.6711494
670,0.08201385,-0.95208365,0.957797,1.865004
671,0.8688752,-0.21760212,0.060298156,0.62235725
672,1.0291382,-1.2224308,0.53182435,0.31134334
673,0.99427956,-0.646165,-1.3551888,-1.7534856
674,-0.975321,1.6063335,-0.11010741,0.32094303
675,0.4605154,0.16350605,-1.0075529,-1.2329487
676,1.0291457,-1.1412894,-0.28885463,-0.012838077
677,1.0139756,-0.9951714,-1.562644,-1.9394197
678,-1.5120894,-0.5731251,-1.2632473,1.0982546
679,0.38617527,-0.41079307,-1.7672237,-0.8528139
680,-0.17889228,0.6174896,0.011812717,-0.15393142
681,-1.1454335,0.7250873,2.0886388,1.8788745
682,-0.59529614,0.66042507,0.6026953,0.9642551
683,0.8378711,-0.19433956,0.7084981,0.7702012
684,1.0291936,-1.1611263,0.18940079,-0.24181652
685,1.0291587,-0.9518935,-0.38473004,0.83308434
686,1.0291318,-1.2224289,0.84187067,1.0639778
687,1.0291404,-1.1413006,-0.24249476,-0.00091968384
688,1.0291413,-1.2224317,-1.3465712,-1.9857602
689,-1.3502139,1.4553435,0.038975958,-0.18388648
690,-0.44527015,1.2119827,0.41320747,-0.10888811
691,1.0291544,-1.2224319,-0.40554556,-0.6972298
692,1.0291376,-1.2224314,-0.73775345,-1.397808
693,1.0291463,-1.2224308,0.67926264,-0.30429184
694,1.0291429,-1.2224312,0.4400344,-0.5231776
695,-1.0067456,1.4830245,1.3667082,0.9592193
696,0.57011384,-1.0780498,-0.16749856,0.789363
697,0.74586433,0.44088435,0.10442047,-0.068125896
698,-0.03853972,0.8220845,-0.8264221,-0.28461346
699,1.029141,-1.2224299,0.18972704,0.7014263
700,-0.35752475,1.1320168,1.0410423,1.2685577
701,-0.31664187,0.74048334,0.92705375,1.3750786
702,0.76445484,-0.2885495,-0.504797,-0.76230323
703,0.45542002,-0.8571904,-1.7129972,-1.3628496
704,-0.337942,1.3526937,0.7145554,0.24317114
705,0.06718552,0.12355808,0.9451645,0.7701955
706,0.93632597,-0.5185835,-0.2851877,0.69315314
707,-1.9046094,1.2828265,1.5896385,0.8481631
708,1.0291537,-1.2224298,-0.24897122,-1.6798079
709,0.14753133,-0.41079286,-0.92912734,-0.2216669
710,-1.9394413,1.3076328,0.46822485,1.2805792
711,-1.6160395,0.4593229,0.44001132,0.010482126
712,1.0291427,-1.2224277,0.38121167,-0.7619508
713,0.9321841,-0.5488775,0.14094082,-0.27473584
714,0.7617463,0.0042385226,-0.33150405,0.09068687
715,1.0291406,-1.2224307,-0.7679881,-1.7066356
716,-1.1478473,1.4207681,-0.92113644,-0.41972357
717,0.76481086,-0.06735731,0.3278812,-0.06902688
718,1.0290995,-0.68133575,-2.2713697,-1.6032944
719,1.029152,-1.2224287,-0.4250468,-1.8528233
720,1.0291525,-1.222433,-1.3910592,-1.2569311
721,1.0291363,-1.2224308,0.6341789,-1.3665491
722,0.76034564,-0.6540549,-0.53561205,-0.37596422
723,-1.2300498,0.5631701,1.4223483,1.3823268
724,-0.97839373,1.2376573,0.792309,0.80202717
725,0.38617167,-0.41078824,-0.29029217,-0.21700229
726,0.83374834,-0.614537,-0.94370496,-0.7613458
727,0.24493206,-0.7923145,1.5821711,1.6856681
728,0.9508098,0.17787525,-0.22515349,-0.53008074
729,0.964794,0.12484411,0.01569994,-0.274111
730,-0.6806912,0.7488381,0.22551131,0.8072348
731,-0.89447165,-1.1555566,0.7332893,1.6792029
732,0.24617629,-0.024961859,1.0787591,1.1718787
733,0.79084367,0.3937942,-0.77958536,0.24030493
734,-1.0469568,-0.4759345,-0.6641254,0.007155593
735,0.99426746,-0.64616394,-1.4029648,-1.753905
736,1.0181216,-0.7222906,0.20112325,0.35215703
737,-0.10014629,0.9419422,0.37701046,-0.2237186
738,1.0291485,-1.222429,-1.373837,-1.2565515
739,-1.410852,1.143816,0.3936236,-0.10846727
740,1.0291388,-1.2224314,0.14485376,0.31112865
741,-0.46093228,1.426194,-0.10119113,1.14047
742,1.029137,-1.2224294,1.1081843,0.7702012
743,-0.16481163,0.9823794,0.015131067,-0.011901904
744,0.8738524,-0.15149818,0.9696895,1.2411095
745,0.97429013,0.20271726,-0.29595327,0.13768774
746,-0.8923492,0.27575672,0.73459905,0.7556751
747,-0.9934164,1.4830256,1.8698703,1.4204335
748,-2.0390754,-0.050519608,0.16835774,1.4038368
749,-1.1370348,1.5608017,0.84891623,1.2244624
750,0.48630804,-0.1231006,0.3999999,0.38422054
751,0.9855667,0.18440819,0.3114809,-0.943134
752,0.9942868,-0.6461613,-2.0025206,-1.8298353
753,-0.0748907,-0.69439054,0.8256088,1.2276744
754,-1.978877,1.529031,2.0193255,1.1596122
755,1.0291554,-1.1412878,-0.30451235,-0.0016095334
756,-1.8893735,0.8569891,-0.3772513,-0.24346541
757,0.94230175,-0.007913584,-0.11096841,-0.012928997
758,0.2539959,-0.5460647,1.3923738,-0.2935763
759,1.0291252,-1.2224336,0.4704917,-0.015861304
760,1.0291374,-1.2224286,-1.8225003,-0.7965987
761,1.0291481,-1.2224276,0.40976733,-0.6070088
762,0.9820201,-0.9555596,-0.3335477,0.627616
763,-1.3178308,0.56316715,1.283653,0.23022154
764,1.029171,-0.14024478,-0.87948155,-1.545848
765,-0.9384577,1.4525001,-0.18183523,0.1424338
766,0.08704124,0.96017057,0.73502904,0.44850373
767,1.0291419,-1.2224323,0.31540442,1.1264277
768,-0.70465845,0.5960939,0.7118172,1.0356115
769,0.92427295,0.08599988,0.483595,1.9916204
770,-0.8349688,0.8771689,-0.0891386,-0.38084266
771,-0.30242142,-0.12207336,-0.21221209,-0.02417951
772,-0.5701848,0.67139447,-2.0477984,-1.3670057
773,-0.2923435,0.24963395,0.14950228,0.035934575
774,1.0291672,-1.2224321,0.6383892,-1.3651611
775,-0.27085015,0.5599084,-0.6130461,-0.16988121
776,1.029122,-0.14024505,-1.5115321,-1.6798079
777,1.0291523,-1.2224299,0.24329197,1.0019007
778,-0.84096617,-0.85219187,0.3613501,1.0615724
779,1.0069441,-0.31851095,0.99393535,1.0010436
780,-1.0696187,1.0883062,0.40483484,0.43501076
781,-1.0235806,0.060948618,-0.4409827,-0.25446746
782,0.41408643,-1.0902543,1.276853,1.5364577
783,-0.21814297,1.2595761,0.0710121,0.047188483
784,1.0291643,0.13029802,-0.18791099,-0.69954294
785,-1.3297929,1.2060087,1.4422075,1.9536412
786,0.51104045,-0.0049782353,-0.3513601,0.48323986
787,-0.17801616,-0.9518857,0.6972307,0.8390769
788,1.0291344,-1.2224302,0.1239486,1.0575556
789,-0.6105364,-0.3228153,0.33906794,1.5584056
790,-2.6130903,0.67138904,0.44305748,0.38457245
791,1.029143,-1.2224319,1.6494542,0.7444553
792,0.47254667,0.3219524,0.4597278,-0.007613297
793,1.0291442,-1.22243,-1.1377003,-1.2381101
794,0.3861897,-0.14024492,-1.0257218,-0.95395136
795,0.9169219,-0.02461284,0.12801096,-0.22264148
796,1.01399,-0.5731202,-1.7293758,-1.7896663
797,-0.037021093,0.17266467,1.0696427,1.3140428
798,-1.4364418,1.8888535,0.8971254,0.3262471
799,1.0259982,-1.0413071,0.90289485,1.1501164
800,-1.3208774,0.56316847,1.4543157,0.38818532
