id,genre_0,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9
25876,2,15,18,9,0,0,0,0,0,0
25877,2,15,19,8,0,0,0,0,0,0
25878,18,9,0,0,0,0,0,0,0,0
25879,11,5,8,17,0,0,0,0,0,0
25880,2,18,0,0,0,0,0,0,0,0
25881,20,6,1,2,4,0,0,0,0,0
25882,2,9,0,0,0,0,0,0,0,0
25883,2,9,0,0,0,0,0,0,0,0
25884,11,0,0,0,0,0,0,0,0,0
25885,2,0,0,0,0,0,0,0,0,0
25886,2,0,0,0,0,0,0,0,0,0
25887,19,5,8,0,0,0,0,0,0,0
25888,1,18,0,0,0,0,0,0,0,0
25889,19,8,0,0,0,0,0,0,0,0
25890,2,18,9,0,0,0,0,0,0,0
25891,2,0,0,0,0,0,0,0,0,0
25892,11,20,8,0,0,0,0,0,0,0
25893,2,0,0,0,0,0,0,0,0,0
25894,11,18,12,0,0,0,0,0,0,0
25895,11,20,2,15,0,0,0,0,0,0
25896,18,19,0,0,0,0,0,0,0,0
25897,2,0,0,0,0,0,0,0,0,0
25898,20,18,17,0,0,0,0,0,0,0
25899,11,20,2,15,0,0,0,0,0,0
25900,18,8,12,0,0,0,0,0,0,0
25901,11,15,8,0,0,0,0,0,0,0
25902,11,15,8,0,0,0,0,0,0,0
25903,11,20,5,0,0,0,0,0,0,0
25904,18,8,0,0,0,0,0,0,0,0
25905,20,2,0,0,0,0,0,0,0,0
25906,18,10,0,0,0,0,0,0,0,0
25907,11,15,8,0,0,0,0,0,0,0
25908,11,18,5,8,0,0,0,0,0,0
25909,2,15,18,8,0,0,0,0,0,0
25910,18,0,0,0,0,0,0,0,0,0
25911,11,20,5,0,0,0,0,0,0,0
25912,2,18,4,0,0,0,0,0,0,0
25913,15,18,0,0,0,0,0,0,0,0
25914,20,18,5,0,0,0,0,0,0,0
25915,2,9,0,0,0,0,0,0,0,0
25916,2,0,0,0,0,0,0,0,0,0
25917,11,15,18,8,0,0,0,0,0,0
25918,2,18,9,12,0,0,0,0,0,0
25919,20,6,1,18,7,17,0,0,0,0
25920,11,2,15,4,0,0,0,0,0,0
25921,11,8,0,0,0,0,0,0,0,0
25922,11,9,8,0,0,0,0,0,0,0
25923,11,20,2,9,8,0,0,0,0,0
25924,1,2,4,0,0,0,0,0,0,0
25925,11,2,15,8,0,0,0,0,0,0
25926,11,20,8,0,0,0,0,0,0,0
25927,18,8,0,0,0,0,0,0,0,0
25928,8,0,0,0,0,0,0,0,0,0
25929,11,20,5,8,0,0,0,0,0,0
25930,11,20,8,0,0,0,0,0,0,0
25931,2,18,0,0,0,0,0,0,0,0
25932,11,5,0,0,0,0,0,0,0,0
25933,20,18,16,0,0,0,0,0,0,0
25934,11,15,8,0,0,0,0,0,0,0
25935,15,10,8,0,0,0,0,0,0,0
25936,2,15,18,8,0,0,0,0,0,0
25937,2,0,0,0,0,0,0,0,0,0
25938,11,20,19,8,0,0,0,0,0,0
25939,2,5,0,0,0,0,0,0,0,0
25940,2,9,0,0,0,0,0,0,0,0
25941,2,0,0,0,0,0,0,0,0,0
25942,10,0,0,0,0,0,0,0,0,0
25943,11,20,9,8,0,0,0,0,0,0
25944,2,0,0,0,0,0,0,0,0,0
25945,2,15,0,0,0,0,0,0,0,0
25946,11,20,5,8,0,0,0,0,0,0
25947,2,8,0,0,0,0,0,0,0,0
25948,11,18,8,0,0,0,0,0,0,0
25949,8,0,0,0,0,0,0,0,0,0
25950,11,20,5,0,0,0,0,0,0,0
25951,11,18,8,0,0,0,0,0,0,0
25952,2,0,0,0,0,0,0,0,0,0
25953,20,2,4,0,0,0,0,0,0,0
25954,11,20,5,0,0,0,0,0,0,0
25955,11,20,2,4,9,0,0,0,0,0
25956,11,20,0,0,0,0,0,0,0,0
25957,15,18,0,0,0,0,0,0,0,0
25958,18,12,0,0,0,0,0,0,0,0
25959,11,2,4,10,0,0,0,0,0,0
25960,2,10,8,0,0,0,0,0,0,0
25961,20,3,5,8,0,0,0,0,0,0
25962,20,5,0,0,0,0,0,0,0,0
25963,20,4,0,0,0,0,0,0,0,0
25964,11,5,8,0,0,0,0,0,0,0
25965,11,5,0,0,0,0,0,0,0,0
25966,2,4,5,0,0,0,0,0,0,0
25967,11,2,4,0,0,0,0,0,0,0
25968,20,6,1,18,5,0,0,0,0,0
25969,11,15,18,8,0,0,0,0,0,0
25970,2,18,9,0,0,0,0,0,0,0
25971,2,0,0,0,0,0,0,0,0,0
25972,18,8,0,0,0,0,0,0,0,0
25973,20,4,0,0,0,0,0,0,0,0
25974,2,0,0,0,0,0,0,0,0,0
25975,11,15,8,0,0,0,0,0,0,0
25976,2,9,0,0,0,0,0,0,0,0
25977,11,20,8,0,0,0,0,0,0,0
25978,2,18,9,0,0,0,0,0,0,0
25979,15,18,0,0,0,0,0,0,0,0
25980,2,15,8,0,0,0,0,0,0,0
25981,15,18,10,19,8,0,0,0,0,0
25982,18,5,0,0,0,0,0,0,0,0
25983,18,9,0,0,0,0,0,0,0,0
25984,18,0,0,0,0,0,0,0,0,0
25985,1,18,0,0,0,0,0,0,0,0
25986,2,9,0,0,0,0,0,0,0,0
25987,2,18,8,0,0,0,0,0,0,0
25988,19,8,0,0,0,0,0,0,0,0
25989,18,8,0,0,0,0,0,0,0,0
25990,18,0,0,0,0,0,0,0,0,0
25991,18,8,0,0,0,0,0,0,0,0
25992,11,20,18,0,0,0,0,0,0,0
25993,18,8,0,0,0,0,0,0,0,0
25994,11,18,12,0,0,0,0,0,0,0
25995,2,9,0,0,0,0,0,0,0,0
25996,8,0,0,0,0,0,0,0,0,0
25997,2,0,0,0,0,0,0,0,0,0
25998,2,0,0,0,0,0,0,0,0,0
25999,11,2,15,18,8,0,0,0,0,0
26000,11,18,9,12,0,0,0,0,0,0
26001,2,12,0,0,0,0,0,0,0,0
26002,18,8,12,0,0,0,0,0,0,0
26003,11,9,16,0,0,0,0,0,0,0
26004,11,15,8,0,0,0,0,0,0,0
26005,11,18,9,0,0,0,0,0,0,0
26006,20,1,18,0,0,0,0,0,0,0
26007,11,20,15,8,0,0,0,0,0,0
26008,11,5,8,0,0,0,0,0,0,0
26009,11,15,8,0,0,0,0,0,0,0
26010,2,9,0,0,0,0,0,0,0,0
26011,18,9,0,0,0,0,0,0,0,0
26012,10,5,0,0,0,0,0,0,0,0
26013,18,8,0,0,0,0,0,0,0,0
26014,2,18,0,0,0,0,0,0,0,0
26015,18,8,0,0,0,0,0,0,0,0
26016,18,8,0,0,0,0,0,0,0,0
26017,11,2,9,0,0,0,0,0,0,0
26018,2,0,0,0,0,0,0,0,0,0
26019,19,8,0,0,0,0,0,0,0,0
26020,2,0,0,0,0,0,0,0,0,0
26021,18,0,0,0,0,0,0,0,0,0
26022,2,18,9,0,0,0,0,0,0,0
26023,11,15,18,8,0,0,0,0,0,0
26024,2,15,18,8,0,0,0,0,0,0
26025,11,8,16,0,0,0,0,0,0,0
26026,11,20,5,0,0,0,0,0,0,0
26027,2,18,4,0,0,0,0,0,0,0
26028,11,5,8,0,0,0,0,0,0,0
26029,2,9,0,0,0,0,0,0,0,0
26030,2,0,0,0,0,0,0,0,0,0
26031,11,15,18,8,0,0,0,0,0,0
26032,18,19,8,0,0,0,0,0,0,0
26033,11,15,4,8,0,0,0,0,0,0
26034,1,2,4,0,0,0,0,0,0,0
26035,2,18,9,12,0,0,0,0,0,0
26036,2,9,0,0,0,0,0,0,0,0
26037,11,2,0,0,0,0,0,0,0,0
26038,11,2,15,4,0,0,0,0,0,0
26039,20,2,16,0,0,0,0,0,0,0
26040,11,2,0,0,0,0,0,0,0,0
26041,2,18,0,0,0,0,0,0,0,0
26042,11,9,8,0,0,0,0,0,0,0
26043,2,9,0,0,0,0,0,0,0,0
26044,11,20,2,9,8,0,0,0,0,0
26045,18,10,9,8,0,0,0,0,0,0
26046,16,0,0,0,0,0,0,0,0,0
26047,2,8,0,0,0,0,0,0,0,0
26048,16,0,0,0,0,0,0,0,0,0
26049,11,2,15,8,0,0,0,0,0,0
26050,20,2,16,0,0,0,0,0,0,0
26051,2,5,0,0,0,0,0,0,0,0
26052,2,0,0,0,0,0,0,0,0,0
26053,2,0,0,0,0,0,0,0,0,0
26054,2,9,0,0,0,0,0,0,0,0
26055,18,8,0,0,0,0,0,0,0,0
26056,20,1,18,0,0,0,0,0,0,0
26057,8,0,0,0,0,0,0,0,0,0
26058,11,20,15,8,0,0,0,0,0,0
26059,11,2,12,0,0,0,0,0,0,0
26060,11,8,0,0,0,0,0,0,0,0
26061,18,7,0,0,0,0,0,0,0,0
26062,11,20,5,8,0,0,0,0,0,0
26063,11,20,2,4,0,0,0,0,0,0
26064,2,0,0,0,0,0,0,0,0,0
26065,8,0,0,0,0,0,0,0,0,0
26066,11,20,8,0,0,0,0,0,0,0
26067,2,18,0,0,0,0,0,0,0,0
26068,11,1,9,0,0,0,0,0,0,0
26069,2,18,0,0,0,0,0,0,0,0
26070,11,15,18,5,8,0,0,0,0,0
26071,2,0,0,0,0,0,0,0,0,0
26072,11,20,4,19,0,0,0,0,0,0
26073,2,18,9,0,0,0,0,0,0,0
26074,8,0,0,0,0,0,0,0,0,0
26075,2,18,9,0,0,0,0,0,0,0
26076,11,18,16,0,0,0,0,0,0,0
26077,2,18,4,9,8,0,0,0,0,0
26078,20,6,1,2,7,0,0,0,0,0
26079,20,18,16,0,0,0,0,0,0,0
26080,11,15,8,0,0,0,0,0,0,0
26081,15,10,8,0,0,0,0,0,0,0
26082,6,1,4,7,9,17,0,0,0,0
26083,6,1,4,7,0,0,0,0,0,0
26084,2,9,0,0,0,0,0,0,0,0
26085,20,6,1,4,7,9,0,0,0,0
26086,18,8,0,0,0,0,0,0,0,0
26087,15,18,8,0,0,0,0,0,0,0
26088,18,0,0,0,0,0,0,0,0,0
26089,1,2,4,7,0,0,0,0,0,0
26090,18,0,0,0,0,0,0,0,0,0
26091,15,18,0,0,0,0,0,0,0,0
26092,20,6,1,2,4,0,0,0,0,0
26093,11,15,8,0,0,0,0,0,0,0
26094,11,20,8,0,0,0,0,0,0,0
26095,18,0,0,0,0,0,0,0,0,0
26096,15,18,0,0,0,0,0,0,0,0
26097,18,9,0,0,0,0,0,0,0,0
26098,2,0,0,0,0,0,0,0,0,0
26099,2,15,8,0,0,0,0,0,0,0
26100,11,15,8,0,0,0,0,0,0,0
26101,18,9,0,0,0,0,0,0,0,0
26102,18,0,0,0,0,0,0,0,0,0
26103,20,18,4,19,5,0,0,0,0,0
26104,19,5,8,0,0,0,0,0,0,0
26105,15,18,0,0,0,0,0,0,0,0
26106,18,12,0,0,0,0,0,0,0,0
26107,11,20,4,0,0,0,0,0,0,0
26108,2,18,8,0,0,0,0,0,0,0
26109,19,8,0,0,0,0,0,0,0,0
26110,15,19,8,0,0,0,0,0,0,0
26111,2,0,0,0,0,0,0,0,0,0
26112,11,2,10,8,0,0,0,0,0,0
26113,11,5,8,0,0,0,0,0,0,0
26114,15,18,9,0,0,0,0,0,0,0
26115,11,8,0,0,0,0,0,0,0,0
26116,2,18,9,0,0,0,0,0,0,0
26117,15,18,0,0,0,0,0,0,0,0
26118,18,8,0,0,0,0,0,0,0,0
26119,2,0,0,0,0,0,0,0,0,0
26120,11,18,12,0,0,0,0,0,0,0
26121,15,18,8,0,0,0,0,0,0,0
26122,11,20,2,15,0,0,0,0,0,0
26123,2,0,0,0,0,0,0,0,0,0
26124,20,18,17,0,0,0,0,0,0,0
26125,11,20,2,15,0,0,0,0,0,0
26126,18,8,12,0,0,0,0,0,0,0
26127,14,0,0,0,0,0,0,0,0,0
26128,11,9,16,0,0,0,0,0,0,0
26129,11,15,8,0,0,0,0,0,0,0
26130,2,15,18,0,0,0,0,0,0,0
26131,11,20,15,8,0,0,0,0,0,0
26132,11,5,8,0,0,0,0,0,0,0
26133,11,15,5,0,0,0,0,0,0,0
26134,2,0,0,0,0,0,0,0,0,0
26135,2,9,0,0,0,0,0,0,0,0
26136,11,15,8,0,0,0,0,0,0,0
26137,4,10,19,0,0,0,0,0,0,0
26138,2,18,0,0,0,0,0,0,0,0
26139,11,15,18,19,5,8,0,0,0,0
26140,18,9,0,0,0,0,0,0,0,0
26141,2,0,0,0,0,0,0,0,0,0
26142,2,18,9,0,0,0,0,0,0,0
26143,20,2,0,0,0,0,0,0,0,0
26144,2,18,0,0,0,0,0,0,0,0
26145,15,18,0,0,0,0,0,0,0,0
26146,18,9,0,0,0,0,0,0,0,0
26147,18,10,0,0,0,0,0,0,0,0
26148,11,20,5,0,0,0,0,0,0,0
26149,18,10,5,0,0,0,0,0,0,0
26150,11,15,8,0,0,0,0,0,0,0
26151,11,15,18,8,0,0,0,0,0,0
26152,2,15,18,8,0,0,0,0,0,0
26153,18,0,0,0,0,0,0,0,0,0
26154,18,0,0,0,0,0,0,0,0,0
26155,2,18,0,0,0,0,0,0,0,0
26156,11,20,5,0,0,0,0,0,0,0
26157,15,18,0,0,0,0,0,0,0,0
26158,2,18,8,0,0,0,0,0,0,0
26159,2,0,0,0,0,0,0,0,0,0
26160,18,0,0,0,0,0,0,0,0,0
26161,2,9,0,0,0,0,0,0,0,0
26162,2,18,0,0,0,0,0,0,0,0
26163,2,0,0,0,0,0,0,0,0,0
26164,11,15,4,8,0,0,0,0,0,0
26165,2,18,9,12,0,0,0,0,0,0
26166,11,2,0,0,0,0,0,0,0,0
26167,2,18,9,0,0,0,0,0,0,0
26168,11,9,8,0,0,0,0,0,0,0
26169,11,20,2,9,8,0,0,0,0,0
26170,18,0,0,0,0,0,0,0,0,0
26171,2,0,0,0,0,0,0,0,0,0
26172,15,18,0,0,0,0,0,0,0,0
26173,18,8,0,0,0,0,0,0,0,0
26174,2,0,0,0,0,0,0,0,0,0
26175,11,20,5,0,0,0,0,0,0,0
26176,8,0,0,0,0,0,0,0,0,0
26177,2,0,0,0,0,0,0,0,0,0
26178,11,8,0,0,0,0,0,0,0,0
26179,18,0,0,0,0,0,0,0,0,0
26180,11,20,5,8,0,0,0,0,0,0
26181,18,8,0,0,0,0,0,0,0,0
26182,15,18,8,0,0,0,0,0,0,0
26183,11,15,18,0,0,0,0,0,0,0
26184,2,9,0,0,0,0,0,0,0,0
26185,18,9,0,0,0,0,0,0,0,0
26186,11,18,0,0,0,0,0,0,0,0
26187,18,12,0,0,0,0,0,0,0,0
26188,18,0,0,0,0,0,0,0,0,0
26189,11,5,8,0,0,0,0,0,0,0
26190,2,9,8,0,0,0,0,0,0,0
26191,15,8,0,0,0,0,0,0,0,0
26192,1,2,0,0,0,0,0,0,0,0
26193,11,5,0,0,0,0,0,0,0,0
26194,20,18,16,0,0,0,0,0,0,0
26195,11,15,8,0,0,0,0,0,0,0
26196,15,10,8,0,0,0,0,0,0,0
26197,2,9,0,0,0,0,0,0,0,0
26198,11,2,15,0,0,0,0,0,0,0
26199,2,15,18,8,0,0,0,0,0,0
26200,11,20,6,10,5,0,0,0,0,0
26201,11,20,19,8,0,0,0,0,0,0
26202,11,20,4,0,0,0,0,0,0,0
26203,18,19,16,0,0,0,0,0,0,0
26204,2,4,5,0,0,0,0,0,0,0
26205,20,6,2,0,0,0,0,0,0,0
26206,11,20,8,0,0,0,0,0,0,0
26207,6,5,0,0,0,0,0,0,0,0
26208,6,1,2,0,0,0,0,0,0,0
26209,2,12,0,0,0,0,0,0,0,0
26210,18,12,0,0,0,0,0,0,0,0
26211,2,15,18,0,0,0,0,0,0,0
26212,11,20,5,8,0,0,0,0,0,0
26213,2,8,0,0,0,0,0,0,0,0
26214,2,0,0,0,0,0,0,0,0,0
26215,2,4,9,5,0,0,0,0,0,0
26216,11,20,18,8,0,0,0,0,0,0
26217,2,10,8,0,0,0,0,0,0,0
26218,11,20,5,8,0,0,0,0,0,0
26219,15,18,0,0,0,0,0,0,0,0
26220,15,18,9,8,0,0,0,0,0,0
26221,5,8,0,0,0,0,0,0,0,0
26222,2,18,9,0,0,0,0,0,0,0
26223,2,7,9,0,0,0,0,0,0,0
26224,2,7,0,0,0,0,0,0,0,0
26225,18,9,0,0,0,0,0,0,0,0
26226,18,19,9,8,0,0,0,0,0,0
26227,19,8,0,0,0,0,0,0,0,0
26228,11,20,19,9,8,0,0,0,0,0
26229,18,9,0,0,0,0,0,0,0,0
26230,20,1,4,7,0,0,0,0,0,0
26231,18,19,0,0,0,0,0,0,0,0
26232,20,18,5,0,0,0,0,0,0,0
26233,2,0,0,0,0,0,0,0,0,0
26234,18,0,0,0,0,0,0,0,0,0
26235,15,3,0,0,0,0,0,0,0,0
26236,11,15,8,0,0,0,0,0,0,0
26237,11,10,5,8,0,0,0,0,0,0
26238,2,18,0,0,0,0,0,0,0,0
26239,8,0,0,0,0,0,0,0,0,0
26240,1,2,4,7,0,0,0,0,0,0
26241,2,0,0,0,0,0,0,0,0,0
26242,15,19,8,0,0,0,0,0,0,0
26243,18,12,0,0,0,0,0,0,0,0
26244,18,0,0,0,0,0,0,0,0,0
26245,1,18,5,0,0,0,0,0,0,0
26246,11,9,0,0,0,0,0,0,0,0
26247,18,0,0,0,0,0,0,0,0,0
26248,2,18,0,0,0,0,0,0,0,0
26249,11,20,5,8,0,0,0,0,0,0
26250,11,20,5,8,0,0,0,0,0,0
26251,20,2,4,0,0,0,0,0,0,0
26252,6,1,2,15,0,0,0,0,0,0
26253,18,0,0,0,0,0,0,0,0,0
26254,2,18,0,0,0,0,0,0,0,0
26255,2,18,9,0,0,0,0,0,0,0
26256,18,9,12,0,0,0,0,0,0,0
26257,18,0,0,0,0,0,0,0,0,0
26258,18,0,0,0,0,0,0,0,0,0
26259,11,20,5,0,0,0,0,0,0,0
26260,11,20,2,4,9,0,0,0,0,0
26261,11,20,0,0,0,0,0,0,0,0
26262,4,5,0,0,0,0,0,0,0,0
26263,11,20,10,5,0,0,0,0,0,0
26264,20,18,12,0,0,0,0,0,0,0
26265,15,18,5,8,0,0,0,0,0,0
26266,18,0,0,0,0,0,0,0,0,0
26267,11,18,12,0,0,0,0,0,0,0
26268,11,20,5,0,0,0,0,0,0,0
26269,15,18,0,0,0,0,0,0,0,0
26270,10,5,0,0,0,0,0,0,0,0
26271,11,20,2,4,10,0,0,0,0,0
26272,20,18,9,0,0,0,0,0,0,0
26273,15,10,0,0,0,0,0,0,0,0
26274,11,2,7,0,0,0,0,0,0,0
26275,15,18,0,0,0,0,0,0,0,0
26276,18,12,0,0,0,0,0,0,0,0
26277,11,18,9,12,0,0,0,0,0,0
26278,18,0,0,0,0,0,0,0,0,0
26279,15,18,0,0,0,0,0,0,0,0
26280,18,0,0,0,0,0,0,0,0,0
26281,11,18,12,0,0,0,0,0,0,0
26282,18,0,0,0,0,0,0,0,0,0
26283,11,5,8,0,0,0,0,0,0,0
26284,18,12,0,0,0,0,0,0,0,0
26285,2,18,0,0,0,0,0,0,0,0
26286,15,18,3,8,0,0,0,0,0,0
26287,18,0,0,0,0,0,0,0,0,0
26288,2,18,9,0,0,0,0,0,0,0
26289,18,4,0,0,0,0,0,0,0,0
26290,15,3,19,8,0,0,0,0,0,0
26291,18,5,8,0,0,0,0,0,0,0
26292,2,9,0,0,0,0,0,0,0,0
26293,10,0,0,0,0,0,0,0,0,0
26294,11,20,18,12,0,0,0,0,0,0
26295,18,12,0,0,0,0,0,0,0,0
26296,2,4,9,0,0,0,0,0,0,0
26297,15,8,12,0,0,0,0,0,0,0
26298,20,2,5,0,0,0,0,0,0,0
26299,2,15,18,0,0,0,0,0,0,0
26300,2,18,3,0,0,0,0,0,0,0
26301,11,20,6,5,0,0,0,0,0,0
26302,11,20,4,0,0,0,0,0,0,0
26303,2,18,0,0,0,0,0,0,0,0
26304,2,18,12,0,0,0,0,0,0,0
26305,11,20,18,0,0,0,0,0,0,0
26306,14,0,0,0,0,0,0,0,0,0
26307,11,20,0,0,0,0,0,0,0,0
26308,18,0,0,0,0,0,0,0,0,0
26309,18,7,0,0,0,0,0,0,0,0
26310,18,5,0,0,0,0,0,0,0,0
26311,1,18,4,0,0,0,0,0,0,0
26312,11,16,0,0,0,0,0,0,0,0
26313,11,10,5,8,0,0,0,0,0,0
26314,8,0,0,0,0,0,0,0,0,0
26315,18,9,0,0,0,0,0,0,0,0
26316,18,0,0,0,0,0,0,0,0,0
26317,18,0,0,0,0,0,0,0,0,0
26318,11,20,8,0,0,0,0,0,0,0
26319,11,15,0,0,0,0,0,0,0,0
26320,11,2,5,0,0,0,0,0,0,0
26321,18,9,0,0,0,0,0,0,0,0
26322,2,0,0,0,0,0,0,0,0,0
26323,11,2,15,18,5,0,0,0,0,0
26324,2,10,19,8,0,0,0,0,0,0
26325,11,9,12,16,0,0,0,0,0,0
26326,2,18,4,9,0,0,0,0,0,0
26327,15,18,9,0,0,0,0,0,0,0
26328,11,20,2,8,0,0,0,0,0,0
26329,11,2,0,0,0,0,0,0,0,0
26330,11,2,15,18,8,0,0,0,0,0
26331,18,0,0,0,0,0,0,0,0,0
26332,15,0,0,0,0,0,0,0,0,0
26333,2,0,0,0,0,0,0,0,0,0
26334,15,18,4,3,19,9,0,0,0,0
26335,15,18,0,0,0,0,0,0,0,0
26336,18,8,0,0,0,0,0,0,0,0
26337,18,8,0,0,0,0,0,0,0,0
26338,2,15,9,0,0,0,0,0,0,0
26339,11,20,2,0,0,0,0,0,0,0
26340,11,20,2,5,0,0,0,0,0,0
26341,2,18,0,0,0,0,0,0,0,0
26342,2,18,9,0,0,0,0,0,0,0
26343,11,20,5,8,0,0,0,0,0,0
26344,2,0,0,0,0,0,0,0,0,0
26345,11,20,8,0,0,0,0,0,0,0
26346,20,6,1,2,7,0,0,0,0,0
26347,11,15,18,8,0,0,0,0,0,0
26348,11,2,5,0,0,0,0,0,0,0
26349,18,5,0,0,0,0,0,0,0,0
26350,10,5,8,0,0,0,0,0,0,0
26351,11,20,5,8,0,0,0,0,0,0
26352,18,19,9,8,0,0,0,0,0,0
26353,15,18,8,0,0,0,0,0,0,0
26354,10,5,8,0,0,0,0,0,0,0
26355,11,8,0,0,0,0,0,0,0,0
26356,11,20,8,0,0,0,0,0,0,0
26357,18,9,0,0,0,0,0,0,0,0
26358,11,8,12,0,0,0,0,0,0,0
26359,15,3,19,8,0,0,0,0,0,0
26360,20,18,12,0,0,0,0,0,0,0
26361,18,19,8,0,0,0,0,0,0,0
26362,15,18,19,0,0,0,0,0,0,0
26363,18,0,0,0,0,0,0,0,0,0
26364,2,18,0,0,0,0,0,0,0,0
26365,10,19,8,0,0,0,0,0,0,0
26366,18,19,8,0,0,0,0,0,0,0
26367,14,0,0,0,0,0,0,0,0,0
26368,18,5,8,0,0,0,0,0,0,0
26369,2,0,0,0,0,0,0,0,0,0
26370,18,0,0,0,0,0,0,0,0,0
26371,18,0,0,0,0,0,0,0,0,0
26372,11,5,0,0,0,0,0,0,0,0
26373,2,18,5,0,0,0,0,0,0,0
26374,11,8,0,0,0,0,0,0,0,0
26375,11,10,5,0,0,0,0,0,0,0
26376,18,0,0,0,0,0,0,0,0,0
26377,18,9,0,0,0,0,0,0,0,0
26378,18,0,0,0,0,0,0,0,0,0
26379,11,20,8,0,0,0,0,0,0,0
26380,11,20,18,5,0,0,0,0,0,0
26381,15,18,8,0,0,0,0,0,0,0
26382,18,0,0,0,0,0,0,0,0,0
26383,2,15,0,0,0,0,0,0,0,0
26384,2,0,0,0,0,0,0,0,0,0
26385,20,3,5,8,0,0,0,0,0,0
26386,2,0,0,0,0,0,0,0,0,0
26387,15,18,4,8,0,0,0,0,0,0
26388,11,15,8,0,0,0,0,0,0,0
26389,5,8,0,0,0,0,0,0,0,0
26390,2,18,9,0,0,0,0,0,0,0
26391,15,8,0,0,0,0,0,0,0,0
26392,2,15,18,19,8,0,0,0,0,0
26393,15,18,19,8,0,0,0,0,0,0
26394,2,14,0,0,0,0,0,0,0,0
26395,11,20,5,0,0,0,0,0,0,0
26396,11,18,8,0,0,0,0,0,0,0
26397,18,4,9,0,0,0,0,0,0,0
26398,11,2,0,0,0,0,0,0,0,0
26399,11,2,15,0,0,0,0,0,0,0
26400,2,18,9,0,0,0,0,0,0,0
26401,20,2,18,0,0,0,0,0,0,0
26402,11,15,19,5,8,0,0,0,0,0
26403,2,0,0,0,0,0,0,0,0,0
26404,2,15,18,9,8,0,0,0,0,0
26405,18,9,0,0,0,0,0,0,0,0
26406,11,9,5,8,0,0,0,0,0,0
26407,11,2,15,8,0,0,0,0,0,0
26408,6,1,4,12,0,0,0,0,0,0
26409,18,5,8,0,0,0,0,0,0,0
26410,2,9,0,0,0,0,0,0,0,0
26411,18,0,0,0,0,0,0,0,0,0
26412,18,0,0,0,0,0,0,0,0,0
26413,11,15,8,0,0,0,0,0,0,0
26414,18,0,0,0,0,0,0,0,0,0
26415,18,0,0,0,0,0,0,0,0,0
26416,2,15,0,0,0,0,0,0,0,0
26417,20,4,7,0,0,0,0,0,0,0
26418,2,18,0,0,0,0,0,0,0,0
26419,10,8,0,0,0,0,0,0,0,0
26420,11,2,9,0,0,0,0,0,0,0
26421,18,19,5,8,0,0,0,0,0,0
26422,18,5,0,0,0,0,0,0,0,0
26423,20,2,5,16,0,0,0,0,0,0
26424,20,5,0,0,0,0,0,0,0,0
26425,18,0,0,0,0,0,0,0,0,0
26426,18,9,0,0,0,0,0,0,0,0
26427,11,18,12,0,0,0,0,0,0,0
26428,1,5,0,0,0,0,0,0,0,0
26429,11,15,18,19,8,0,0,0,0,0
26430,14,0,0,0,0,0,0,0,0,0
26431,18,9,12,0,0,0,0,0,0,0
26432,18,19,8,0,0,0,0,0,0,0
26433,11,20,5,0,0,0,0,0,0,0
26434,18,12,0,0,0,0,0,0,0,0
26435,11,20,4,0,0,0,0,0,0,0
26436,18,5,0,0,0,0,0,0,0,0
26437,11,15,19,8,0,0,0,0,0,0
26438,20,1,7,0,0,0,0,0,0,0
26439,2,5,0,0,0,0,0,0,0,0
26440,20,4,0,0,0,0,0,0,0,0
26441,20,4,9,0,0,0,0,0,0,0
26442,18,9,0,0,0,0,0,0,0,0
26443,11,20,0,0,0,0,0,0,0,0
26444,11,10,8,0,0,0,0,0,0,0
26445,2,4,0,0,0,0,0,0,0,0
26446,18,19,9,8,0,0,0,0,0,0
26447,20,18,19,8,0,0,0,0,0,0
26448,11,15,18,0,0,0,0,0,0,0
26449,18,0,0,0,0,0,0,0,0,0
26450,10,19,5,8,0,0,0,0,0,0
26451,2,18,9,0,0,0,0,0,0,0
26452,11,2,15,8,0,0,0,0,0,0
26453,11,15,8,0,0,0,0,0,0,0
26454,2,15,18,0,0,0,0,0,0,0
26455,18,4,9,0,0,0,0,0,0,0
26456,20,6,1,2,4,0,0,0,0,0
26457,2,0,0,0,0,0,0,0,0,0
26458,2,0,0,0,0,0,0,0,0,0
26459,18,0,0,0,0,0,0,0,0,0
26460,5,0,0,0,0,0,0,0,0,0
26461,2,18,0,0,0,0,0,0,0,0
26462,18,8,0,0,0,0,0,0,0,0
26463,2,18,4,0,0,0,0,0,0,0
26464,15,18,0,0,0,0,0,0,0,0
26465,11,8,0,0,0,0,0,0,0,0
26466,18,0,0,0,0,0,0,0,0,0
26467,9,0,0,0,0,0,0,0,0,0
26468,11,20,18,8,0,0,0,0,0,0
26469,11,8,0,0,0,0,0,0,0,0
26470,20,6,1,2,0,0,0,0,0,0
26471,2,0,0,0,0,0,0,0,0,0
26472,2,15,0,0,0,0,0,0,0,0
26473,15,18,8,0,0,0,0,0,0,0
26474,2,18,0,0,0,0,0,0,0,0
26475,2,18,9,0,0,0,0,0,0,0
26476,2,5,0,0,0,0,0,0,0,0
26477,11,18,12,0,0,0,0,0,0,0
26478,10,5,0,0,0,0,0,0,0,0
26479,18,9,0,0,0,0,0,0,0,0
26480,2,18,0,0,0,0,0,0,0,0
26481,15,18,19,8,0,0,0,0,0,0
