idx,u_q,torque,i_d,i_q
502,-1.0427333,3.0042672,-1.5120535,2.9141448
503,0.007860903,0.42135182,0.79391646,0.5421154
504,0.76850003,-0.9679195,-1.1066287,-0.8941085
505,0.6123065,0.29068246,-1.2636721,0.23670888
506,-1.324114,-0.25563973,1.0291483,-0.24570158
507,-1.3301636,-0.25563973,1.0291623,-0.2457009
508,-0.7347265,0.507663,-1.9956104,0.3990585
509,-1.3168951,-0.25563973,1.0291493,-0.24573578
510,1.5199116,0.1846035,0.36732906,0.22687654
511,-1.1672573,0.20040399,0.9187695,0.27636918
512,0.0055547515,-2.309078,-0.1943636,-2.394596
513,-0.43806395,0.4280973,-1.8002511,0.3377474
514,1.5529642,0.057821833,-0.08053164,0.071439564
515,0.44153967,1.3168718,0.14249927,1.4472064
516,1.7020072,-0.25563973,-0.35485065,-0.25314274
517,1.2430365,0.30990893,-0.2940214,0.3096024
518,-0.5860084,-0.12154315,1.0139703,-0.09143586
519,-0.69903547,0.057821903,0.96145326,0.1309996
520,1.1445012,-0.82377106,0.86911833,-0.90745604
521,-0.72605926,1.1713991,0.25582573,1.3063585
522,-1.3009207,-0.25563973,1.0291455,-0.24571079
523,0.47912532,0.7119866,0.586959,0.8448205
524,0.9010815,0.8057977,0.51085746,0.9455848
525,-1.0628737,-0.648864,0.94714695,-0.7082034
526,-0.024062574,-1.021146,0.71097785,-1.1105415
527,-0.709589,-0.2561594,1.0291519,-0.24570893
528,0.3092516,0.38185054,-1.4182268,0.28865194
529,0.32290587,0.14839594,0.8869695,0.22641411
530,-0.584599,-0.12055223,1.0139555,-0.09143048
531,0.4978755,0.68006134,-0.9248578,0.6145949
532,-0.2897517,0.42163938,-1.795161,0.33406815
533,-1.3111511,-0.25563973,1.0291235,-0.24572597
534,0.12550956,0.3727746,0.8112719,0.48486066
535,-0.44741306,-0.36341745,0.995387,-0.3746019
536,1.0790018,0.67968625,0.42486235,0.7830037
537,0.53867894,0.28568438,-1.3895446,0.23197283
538,0.28508952,-0.33109182,1.02015,-0.33435044
539,0.013134017,0.6999514,-1.350996,0.6062291
540,0.0051266854,1.4848642,0.038165092,1.5612447
541,0.18402676,0.6680797,-1.2633173,0.57979524
542,-1.3051491,-0.25563973,1.029146,-0.2457039
543,0.6084029,1.0879151,0.33153477,1.2278026
544,-1.251486,-0.19121443,1.0601057,-0.25727487
545,0.5739228,0.17685902,0.91960174,0.26892516
546,-0.54209477,-1.7393404,0.26789334,-1.8552707
547,-1.2645308,-0.25563973,1.029135,-0.24572366
548,-0.6333709,0.68830365,-1.9183636,0.56055707
549,0.08369661,1.3116682,0.14752364,1.4429548
550,-1.0851634,1.1573111,-2.2459333,0.9525174
551,0.4340437,-1.6597677,-0.32744917,-1.6626133
552,-1.0468776,2.0215735,-0.4766,2.0137987
553,1.7233342,-0.15578902,-0.0031644788,-0.14371753
554,1.6127603,-0.06865843,-0.50268185,-0.0648593
555,-0.7089888,2.6395268,-1.1748612,2.5954154
556,-0.9992024,1.2910309,-0.009931122,1.3783885
557,0.9551019,-0.99825704,-0.6271255,-0.9496938
558,-0.5013495,2.9632597,-1.5120388,2.914139
559,-1.2586105,-0.25563973,1.0291471,-0.2457392
560,-1.322937,-0.25563973,1.0291467,-0.24573681
561,-1.2867197,-0.25563973,1.029149,-0.24570428
562,-1.1691105,0.4018826,0.8201213,0.486925
563,0.71774465,0.3416435,-0.9997587,0.3115987
564,0.7419085,0.34971517,-1.0768319,0.30457807
565,-0.8399502,0.68474495,-2.1361008,0.5492418
566,-0.57714564,2.2520528,-0.84463644,2.2910092
567,1.0644214,-0.841536,-1.0014862,-0.78236413
568,1.5105877,0.18227166,0.39064804,0.22812031
569,-0.353192,-0.2352924,1.0222634,-0.22059876
570,1.0222249,-1.1011885,0.6935234,-1.2050604
571,0.21284097,0.4888994,-1.448307,0.38625857
572,-0.56378436,0.9128634,0.45539927,1.0073378
573,-1.2737347,-0.25563973,1.0291446,-0.24570905
574,1.6775564,-0.2650626,-0.8263884,-0.2560232
575,-1.1692047,0.40239382,0.8201226,0.48692453
576,-0.4638714,2.4759524,-1.0811127,2.5064692
577,0.65292054,1.0233601,0.38619572,1.1367723
578,-0.7125759,-0.25594682,1.0291578,-0.24570476
579,-1.2657326,-0.25563973,1.0291606,-0.24570271
580,1.5297569,-0.6100385,-0.44855708,-0.58749056
581,1.5811092,-0.004593927,0.98560303,0.057343017
582,1.6534657,-0.44701952,-0.35131094,-0.4325128
583,-1.2656482,-0.25563973,1.0291463,-0.24571511
584,-1.3267046,-0.25563973,1.0291371,-0.24572016
585,-1.1691775,0.4027155,0.8201174,0.48691973
586,1.1255397,-0.81036496,-0.7918649,-0.7624221
587,-1.2811381,-0.25563973,1.0291433,-0.24572672
588,-1.2741083,-0.25563973,1.0291452,-0.24571958
589,0.703565,-1.4601506,0.45273355,-1.578153
590,0.79562455,0.4188209,-0.8728688,0.36724725
591,1.207964,0.3712834,-0.19956872,0.3793159
592,-0.016694656,1.114599,-1.1721855,1.0165097
593,1.4964755,0.08747078,-0.10376815,0.09740542
594,0.07604998,-2.01657,0.05296199,-2.1214573
595,-1.3214326,-0.25563973,1.0291406,-0.2457039
596,-0.10085939,1.1244123,-1.1990862,1.0225488
597,-0.37249628,1.4265354,0.04657527,1.551146
598,1.5499315,0.057821833,-0.11768797,0.070360735
599,0.67220336,0.35548,-1.04782,0.3092945
600,-0.20024279,0.8921882,-1.612748,0.75744355
601,0.3939506,-1.8350554,0.14733942,-1.9383326
602,1.0653694,0.45966545,-0.34546804,0.45234677
603,-1.227616,-0.25762582,1.0271776,-0.24769652
604,-0.79189324,1.6251297,-0.17808293,1.7232664
605,-1.2608433,-2.8133574,-0.7397057,-2.840536
606,0.077618,0.8470655,-1.2533432,0.74282175
607,-0.19104047,-0.28315026,1.0101116,-0.27648318
608,-0.053239677,0.5885752,0.7036394,0.6890196
609,1.517218,0.008402847,-0.48908332,0.006672369
610,1.6590048,-0.5260479,-0.07669212,-0.51611626
611,0.053607985,1.4690483,-0.8794029,1.4056747
612,1.4818591,0.054787252,-0.33595166,0.057885833
613,0.13753328,-1.3646275,0.5394649,-1.484774
614,0.33037508,1.6251297,-0.1694845,1.7189051
615,1.3900119,0.28625652,0.3977715,0.33977523
616,-1.3282636,-0.25563973,1.0291529,-0.24572118
617,-0.71611524,2.657449,-1.1747934,2.595429
618,-1.1692027,0.40239322,0.8201293,0.48692077
619,0.4345858,0.82295656,-0.69331455,0.77983886
620,0.34412128,0.3712834,0.8201162,0.48691484
621,0.1352215,0.86787796,-1.1942703,0.7748503
622,1.4314145,-0.7146804,-0.3081465,-0.69408244
623,-0.5442216,0.68507737,-1.885874,0.5617022
624,0.4044051,1.2046927,-0.6204426,1.1778796
625,-1.1672719,0.20012571,0.91876745,0.27636898
626,-1.299079,-0.25563973,1.0291303,-0.24570332
627,-0.91642207,-0.12107728,1.0139812,-0.09143262
628,0.72566366,0.36413908,-1.1182505,0.29674733
629,-1.267281,-0.25563973,1.0291364,-0.24573562
630,0.7169246,0.5728311,-0.6663402,0.53405493
631,1.5402795,0.057821833,-0.09025802,0.07082132
632,-0.6417817,0.98641473,-1.9579085,0.82720983
633,0.8383658,0.32709783,0.85012865,0.41710612
634,-0.88725173,0.93723184,-2.1386921,0.7705553
635,-0.33695877,0.8343225,-1.6037451,0.719058
636,-0.584972,-1.9598479,-1.6326072,-1.790265
637,1.7313217,-0.26511455,1.0292017,-0.24588734
638,0.27891675,1.5864298,-0.120661296,1.690185
639,-0.05589068,0.78031814,-1.3377556,0.6840964
640,1.4713752,0.12840973,-0.09955945,0.14147888
641,0.15097955,0.9971297,0.38693967,1.1356645
642,-0.7631891,0.51118755,-2.013343,0.40476197
643,-1.3274835,-0.25563973,1.0291384,-0.24571559
644,-1.1441655,-3.1818204,-1.1370059,-3.1843271
645,1.2942578,0.04620738,0.96864235,0.11773273
646,-1.2971984,-0.25563973,1.0291406,-0.24572195
647,-0.24128045,-1.6286994,0.35989797,-1.7499906
648,0.286694,0.3712834,0.8201077,0.48692462
649,-0.18480115,1.9015602,-0.9646506,1.8595499
650,-1.3300958,-0.25563973,1.0291504,-0.24571306
651,-0.56374776,0.91288304,0.45544112,1.0073282
652,1.0105035,0.35476127,-0.43729293,0.32902053
653,1.2121768,0.17585167,-0.65108335,0.15409912
654,-1.2986652,-0.25563973,1.0291431,-0.24570182
655,-0.6683172,1.0377738,-1.9219398,0.7980983
656,1.6904035,-0.45457697,-0.4229425,-0.44019815
657,-0.56315976,0.9122321,0.4554329,1.0073441
658,-0.61188406,0.54724616,-1.9531002,0.44127893
659,-0.026421385,0.55854845,0.7018436,0.68757164
660,1.3231316,0.3712834,0.29063216,0.4225195
661,-1.2691396,-0.25563973,1.0291585,-0.24570695
662,-1.3148195,-0.25563973,1.029135,-0.24572414
663,1.7004552,-0.25563973,-0.5060428,-0.25302976
664,0.6528343,0.8369675,-0.34391952,0.83576155
665,-0.78499514,-0.11960623,1.0139732,-0.091454476
666,-0.2461188,-1.6955944,-1.3086436,-1.5699979
667,1.4585254,-0.3793952,1.0085958,-0.39133474
668,0.37966654,-0.030843917,0.9888542,0.026990937
669,0.67374605,0.2532584,-1.2023168,0.19521007
670,-0.77854806,1.3326306,0.08201385,1.4510555
671,0.5710439,-0.83266205,0.8688752,-0.91798645
672,-1.321675,-0.25563988,1.0291382,-0.24570636
673,-0.15300527,-0.573263,0.99427956,-0.61741287
674,0.9762914,0.26550102,-0.975321,0.21282278
675,1.179473,0.6013467,0.4605154,0.6948132
676,-1.1279551,-0.25024918,1.0291457,-0.24570759
677,-0.7843328,-0.12108819,1.0139756,-0.091428936
678,-0.6235556,2.95759,-1.5120894,2.9141603
679,0.18110596,0.99820656,0.38617527,1.1367728
680,1.0071039,-1.0968223,-0.17889228,-1.0924714
681,0.07671291,0.83447653,-1.1454335,0.7488267
682,0.5750641,-1.3007011,-0.59529614,-1.2519294
683,0.554546,-0.89882106,0.8378711,-0.9913588
684,-1.1778919,-0.25563973,1.0291936,-0.24572721
685,-0.7318895,-0.25563973,1.0291587,-0.2457144
686,-1.3040303,-0.25563973,1.0291318,-0.24570458
687,-1.1284883,-0.25041,1.0291404,-0.24573506
688,-1.3001244,-0.2371883,1.0291413,-0.24572924
689,0.33024314,0.46437946,-1.3502139,0.383193
690,1.3895798,0.1259677,-0.44527015,0.122854404
691,-1.2644031,-0.25563973,1.0291544,-0.24571627
692,-1.3045404,-0.23919964,1.0291376,-0.24573308
693,-1.3211974,-0.25563973,1.0291463,-0.2457278
694,-1.2830698,-0.25563973,1.0291429,-0.24572179
695,0.73180276,0.34068263,-1.0067456,0.31037924
696,-1.1130347,-1.3089337,0.57011384,-1.4263453
697,1.749568,-0.37988257,0.74586433,-0.3838434
698,1.4966304,0.07299126,-0.03853972,0.08262146
699,-1.2448412,-0.25563973,1.029141,-0.24572408
700,1.3338625,0.092463575,-0.35752475,0.08045738
701,0.9231844,-1.1014649,-0.31664187,-1.0820284
702,0.5287828,0.46644202,0.76445484,0.58994716
703,-0.5636142,0.91267675,0.45542002,1.0073276
704,1.6616094,-0.12985156,-0.337942,-0.12426822
705,0.72726214,0.9486187,0.06718552,1.0084047
706,0.025624815,-0.66272545,0.93632597,-0.7242638
707,-0.6347876,0.7111489,-1.9046094,0.5820276
708,-1.2691256,-0.25563973,1.0291537,-0.24571316
709,0.084816664,1.3116682,0.14753133,1.4429538
710,-0.5985645,0.8111218,-1.9394413,0.5961203
711,-0.55319345,-1.9395643,-1.6160395,-1.7721492
712,-1.3258694,-0.25563973,1.0291427,-0.24573469
713,-0.022903245,-0.6735292,0.9321841,-0.73662406
714,0.898005,-0.90659356,0.7617463,-0.989099
715,-1.2887536,-0.25563973,1.0291406,-0.24572417
716,0.5774428,-1.094224,-1.1478473,-1.0098373
717,0.7650294,-1.0197283,0.76481086,-1.1231565
718,-0.1273013,-0.25545827,1.0290995,-0.24550739
719,-1.3032635,-0.18722124,1.029152,-0.24570839
720,-1.2677026,-0.25563973,1.0291525,-0.24571678
721,-1.2628355,-0.22081171,1.0291363,-0.24572529
722,-0.15213919,0.46637985,0.76034564,0.588638
723,-0.03189299,0.9748053,-1.2300498,0.8972012
724,0.5575642,-1.1304383,-0.97839373,-1.0558352
725,0.15024458,0.99820656,0.38617167,1.1367649
726,-0.05774243,0.33495414,0.83374834,0.44396135
727,-0.7428362,-1.769743,0.24493206,-1.8852682
728,1.4681178,-0.28863358,0.9508098,-0.28050235
729,1.3181517,-0.5927425,0.964794,-0.6428214
730,0.6576044,0.58440924,-0.6806912,0.53942174
731,-1.0585715,2.305179,-0.89447165,2.342839
732,0.43079406,-1.7609934,0.24617629,-1.8747312
733,1.6969514,-0.08862113,0.79084367,-0.06589198
734,-0.42393786,2.442197,-1.0469568,2.4730203
735,-0.1527801,-0.57330346,0.99426746,-0.6174129
736,-0.28484026,-0.27070957,1.0181216,-0.26179147
737,1.5445726,0.057821833,-0.10014629,0.07060788
738,-1.2660047,-0.25563973,1.0291485,-0.2457153
739,0.08135383,0.6420518,-1.410852,0.5483914
740,-1.2496449,-0.25563973,1.0291388,-0.2457156
741,1.5478771,-0.6213361,-0.46093228,-0.5975167
742,-1.3290644,-0.25563973,1.029137,-0.24573563
743,1.5172986,0.07761789,-0.16481163,0.08831479
744,0.64764726,-0.8230261,0.8738524,-0.9077581
745,1.4743,-0.57973087,0.97429013,-0.62841064
746,-0.055352006,-1.8797679,-0.8923492,-1.8023951
747,0.7123939,0.34148917,-0.9934164,0.31177732
748,-0.7512702,2.1360722,-2.0390754,1.9046934
749,0.53426033,-1.0585696,-1.1370348,-0.9764703
750,0.4678871,-1.4652286,0.48630804,-1.5901991
751,1.5551318,-0.0075254785,0.9855667,0.057485368
752,-0.14693521,-0.57428783,0.9942868,-0.61741936
753,-0.43189603,1.5443842,-0.0748907,1.6563499
754,-0.77682114,0.6212035,-1.978877,0.49721688
755,-1.1273127,-0.2500738,1.0291554,-0.2457236
756,-0.51362526,0.95687234,-1.8893735,0.801688
757,1.0247383,-0.65217936,0.94230175,-0.7123961
758,-0.12570466,1.2046168,0.2539959,1.3230789
759,-1.316206,-0.25563973,1.0291252,-0.2457169
760,-1.2748603,-0.25563973,1.0291374,-0.24572223
761,-1.3297879,-0.25563973,1.0291481,-0.2457122
762,-0.8001773,-0.5713451,0.9820201,-0.6191041
763,-0.08559069,1.0015767,-1.3178308,0.88945824
764,0.94459265,-0.2590864,1.029171,-0.24571612
765,0.95095664,0.2759637,-0.9384577,0.22440322
766,1.7436264,-0.36946103,0.08704124,-0.36202267
767,-1.3004022,-0.25563973,1.0291419,-0.24574272
768,0.3885734,-1.4311557,-0.70465845,-1.3756291
769,1.2554361,0.1666466,0.92427295,0.2558348
770,0.6636188,0.5737381,-0.8349688,0.5181214
771,0.27075505,1.6011235,-0.30242142,1.6571106
772,0.88738215,0.5854488,-0.5701848,0.55379915
773,0.6355885,0.9304793,-0.2923435,0.94083565
774,-1.2627343,-0.22095512,1.0291672,-0.24570431
775,1.0077791,0.528541,-0.27085015,0.5311604
776,0.95476425,-0.2593788,1.029122,-0.24571033
777,-1.3015435,-0.25563973,1.0291523,-0.24570675
778,-1.0761162,-2.9137316,-0.84096617,-2.9351573
779,0.5073109,-0.18417291,1.0069441,-0.15749456
780,0.36762327,-1.2470418,-1.0696187,-1.160999
781,-0.28166336,-2.2871375,-1.0235806,-2.1977232
782,-0.9730179,0.9535286,0.41408643,1.0906019
783,1.7527341,-0.33870238,-0.21814297,-0.32895127
784,1.4466767,-0.26622614,1.0291643,-0.24571988
785,0.10674958,0.61648977,-1.3297929,0.51851445
786,0.8944912,0.80332726,0.51104045,0.94549096
787,-0.7997816,1.6251297,-0.17801616,1.7232653
788,-1.3222733,-0.25563973,1.0291344,-0.24571723
789,-0.11893953,2.0671299,-0.6105364,2.1299388
790,-1.3417113,1.2034749,-2.6130903,0.98412865
791,-1.3286762,-0.25563973,1.029143,-0.24571808
792,1.1986231,-1.0227,0.47254667,-1.087784
793,-1.2643007,-0.25563973,1.0291442,-0.24572656
794,0.6409289,1.0184449,0.3861897,1.1367692
795,0.9927987,-0.71733814,0.9169219,-0.7851695
796,0.07829026,-0.119772986,1.01399,-0.091440834
797,0.5072873,-1.607903,-0.037021093,-1.6539733
798,0.30314508,0.35634366,-1.4364418,0.29099423
799,-0.9341758,-0.255107,1.0259982,-0.2452783
800,-0.09814164,1.0013502,-1.3208774,0.8894855
