id,coolant,u_q,i_q
655,-0.80752045,-0.6683172,0.7980983
656,2.1788423,1.6904035,-0.44019815
657,-1.0706878,-0.56315976,1.0073441
658,-1.0587102,-0.61188406,0.44127893
659,-0.3517612,-0.026421385,0.68757164
660,0.3294364,1.3231316,0.4225195
661,1.9235744,-1.2691396,-0.24570695
662,1.7158538,-1.3148195,-0.24572414
663,2.1764488,1.7004552,-0.25302976
664,1.7467995,0.6528343,0.83576155
665,-1.0779382,-0.78499514,-0.091454476
666,1.6343282,-0.2461188,-1.5699979
667,1.7475554,1.4585254,-0.39133474
668,-0.87877786,0.37966654,0.026990937
669,1.9475828,0.67374605,0.19521007
670,1.9531237,-0.77854806,1.4510555
671,-0.34472388,0.5710439,-0.91798645
672,0.13704222,-1.321675,-0.24570636
673,-1.0666107,-0.15300527,-0.61741287
674,0.33602995,0.9762914,0.21282278
675,-1.0697169,1.179473,0.6948132
676,0.9863884,-1.1279551,-0.24570759
677,-1.0755284,-0.7843328,-0.091428936
678,-1.0555457,-0.6235556,2.9141603
679,-0.5790729,0.18110596,1.1367728
680,0.3267929,1.0071039,-1.0924714
681,1.2416035,0.07671291,0.7488267
682,0.7193142,0.5750641,-1.2519294
683,1.5195644,0.554546,-0.9913588
684,-0.30264103,-1.1778919,-0.24572721
685,2.172143,-0.7318895,-0.2457144
686,2.2025118,-1.3040303,-0.24570458
687,0.9919911,-1.1284883,-0.24573506
688,-1.0754906,-1.3001244,-0.24572924
689,-0.6586466,0.33024314,0.383193
690,-0.03723526,1.3895798,0.122854404
691,0.15548828,-1.2644031,-0.24571627
692,-1.084606,-1.3045404,-0.24573308
693,0.050951272,-1.3211974,-0.2457278
694,-0.6818998,-1.2830698,-0.24572179
695,1.025173,0.73180276,0.31037924
696,1.702077,-1.1130347,-1.4263453
697,0.32808658,1.749568,-0.3838434
698,-0.25400516,1.4966304,0.08262146
699,1.6989719,-1.2448412,-0.24572408
700,1.2437487,1.3338625,0.08045738
701,1.6346624,0.9231844,-1.0820284
702,-0.13743164,0.5287828,0.58994716
703,-1.0766395,-0.5636142,1.0073276
704,-0.6223925,1.6616094,-0.12426822
705,1.0231597,0.72726214,1.0084047
706,1.7022964,0.025624815,-0.7242638
707,-1.0646976,-0.6347876,0.5820276
708,-0.8271701,-1.2691256,-0.24571316
709,-0.57209474,0.084816664,1.4429538
710,1.2485555,-0.5985645,0.5961203
711,-0.42905664,-0.55319345,-1.7721492
712,0.04338946,-1.3258694,-0.24573469
713,0.32728454,-0.022903245,-0.73662406
714,-0.5394683,0.898005,-0.989099
715,-0.84000045,-1.2887536,-0.24572417
716,-0.66508114,0.5774428,-1.0098373
717,0.3275173,0.7650294,-1.1231565
718,-0.57583886,-0.1273013,-0.24550739
719,-1.0970025,-1.3032635,-0.24570839
720,-0.30078536,-1.2677026,-0.24571678
721,-1.0898236,-1.2628355,-0.24572529
722,-0.6419679,-0.15213919,0.588638
723,1.0188804,-0.03189299,0.8972012
724,0.32785198,0.5575642,-1.0558352
725,0.32419762,0.15024458,1.1367649
726,-0.7089722,-0.05774243,0.44396135
727,2.1718163,-0.7428362,-1.8852682
728,-0.6108642,1.4681178,-0.28050235
729,-0.58500147,1.3181517,-0.6428214
730,0.8389598,0.6576044,0.53942174
731,0.33114088,-1.0585715,2.342839
732,0.97711885,0.43079406,-1.8747312
733,1.4408967,1.6969514,-0.06589198
734,-0.57387376,-0.42393786,2.4730203
735,-1.0723239,-0.1527801,-0.6174129
736,-0.35851958,-0.28484026,-0.26179147
737,-0.18453796,1.5445726,0.07060788
738,-0.30078536,-1.2660047,-0.2457153
739,-1.022409,0.08135383,0.5483914
740,1.3491914,-1.2496449,-0.2457156
741,1.3160164,1.5478771,-0.5975167
742,1.2472473,-1.3290644,-0.24573563
743,0.3328298,1.5172986,0.08831479
744,1.7475495,0.64764726,-0.9077581
745,-0.10066488,1.4743,-0.62841064
746,-0.13535692,-0.055352006,-1.8023951
747,0.99793,0.7123939,0.31177732
748,1.7475554,-0.7512702,1.9046934
749,1.180278,0.53426033,-0.9764703
750,0.32521614,0.4678871,-1.5901991
751,-1.0637078,1.5551318,0.057485368
752,-1.0711826,-0.14693521,-0.61741936
753,0.33313572,-0.43189603,1.6563499
754,-1.0274247,-0.77682114,0.49721688
755,0.9870779,-1.1273127,-0.2457236
756,-1.0635343,-0.51362526,0.801688
757,0.6095884,1.0247383,-0.7123961
758,-1.0762781,-0.12570466,1.3230789
759,0.3324115,-1.316206,-0.2457169
760,-0.29751632,-1.2748603,-0.24572223
761,-0.55037934,-1.3297879,-0.2457122
762,1.7078197,-0.8001773,-0.6191041
763,-1.1763107,-0.08559069,0.88945824
764,-1.055938,0.94459265,-0.24571612
765,0.33960274,0.95095664,0.22440322
766,0.7513316,1.7436264,-0.36202267
767,2.157819,-1.3004022,-0.24574272
768,-0.10087949,0.3885734,-1.3756291
769,2.17313,1.2554361,0.2558348
770,-0.686841,0.6636188,0.5181214
771,-0.816421,0.27075505,1.6571106
772,-1.0675428,0.88738215,0.55379915
773,0.32731858,0.6355885,0.94083565
774,-1.0924114,-1.2627343,-0.24570431
775,-0.6690161,1.0077791,0.5311604
776,-1.0786783,0.95476425,-0.24571033
777,0.17983733,-1.3015435,-0.24570675
778,1.7203217,-1.0761162,-2.9351573
779,-0.12536724,0.5073109,-0.15749456
780,0.15682696,0.36762327,-1.160999
781,-0.64005774,-0.28166336,-2.1977232
782,1.5886881,-0.9730179,1.0906019
783,0.3300149,1.7527341,-0.32895127
784,-1.07701,1.4466767,-0.24571988
785,2.194887,0.10674958,0.51851445
786,1.0078285,0.8944912,0.94549096
787,0.09975576,-0.7997816,1.7232653
788,2.1740317,-1.3222733,-0.24571723
789,0.32785282,-0.11893953,2.1299388
790,-1.043289,-1.3417113,0.98412865
791,-0.35977346,-1.3286762,-0.24571808
792,0.32683206,1.1986231,-1.087784
793,-0.30078536,-1.2643007,-0.24572656
794,-1.0324639,0.6409289,1.1367692
795,-1.0853252,0.9927987,-0.7851695
796,-1.0671866,0.07829026,-0.091440834
797,0.32695964,0.5072873,-1.6539733
798,-1.0577438,0.30314508,0.29099423
799,1.7475554,-0.9341758,-0.2452783
800,-1.1314176,-0.09814164,0.8894855
