sample_id,id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
10117,268,-0.357089,-0.716655,-0.394974,-0.405822,-0.150179,-0.798824,-0.625229,-0.845247,0.724279,-0.724057,-0.615991,0.003895,-0.65347,-0.486174,-0.50768,-0.206687,-0.199065,-0.88666,0.652335,-0.619539
10118,91,0.352947,0.807574,0.339035,0.208504,-0.310301,-0.014043,0.293795,0.668344,-0.345447,-0.259083,-0.333029,-0.681383,-0.391599,-0.239754,0.947045,-0.058021,0.444844,0.946309,0.504619,-0.625213
10119,255,-0.047513,-0.521181,-0.022203,-0.149284,0.94221,0.446478,0.114133,0.091333,0.351883,-0.212302,0.071563,-0.738535,-0.150024,-0.101144,-0.230002,0.073319,-0.023333,0.263406,0.009408,-0.41604
10120,559,-0.743348,1.079841,-0.718729,-0.714976,-0.26689,-0.04247,0.28124,-0.202977,-1.546608,0.411444,-0.600472,3.061064,-0.460408,-0.514116,0.386356,0.242665,0.845049,0.141749,-0.685583,0.356727
10121,14,-0.112836,0.772668,0.06718,-0.217827,1.191289,2.368158,1.556825,0.808147,0.939685,1.98782,-0.696838,-0.086823,-0.398529,-0.464832,-0.204001,1.893642,0.766467,0.727326,-0.112881,1.625761
10122,100,-0.146918,1.324183,-0.161426,-0.205313,-0.105345,-0.364456,-0.032007,-0.103928,-0.739749,-0.579461,0.185253,0.132713,-0.002504,0.061669,-0.389675,-0.592325,-0.179834,-0.304165,-0.713431,-0.544646
10123,353,0.270583,1.50104,0.248417,0.175512,0.429819,-0.126046,0.435666,0.42846,-0.601013,0.261178,0.895907,0.524611,0.647471,0.506764,1.159721,-0.065287,0.571172,0.918733,0.079633,0.405522
10124,543,-0.260524,2.04092,-0.291999,-0.331307,-0.686767,-0.674123,-0.739856,-0.417067,-0.670381,-0.707046,-0.613826,0.689717,-0.656935,-0.494754,-0.689354,-0.657157,-0.560808,-0.434582,-0.399837,-0.927436
10125,165,0.239341,0.109454,0.145441,0.100428,-0.86468,-0.963133,-0.870428,-0.761674,-1.082938,-1.437112,-0.798256,-0.275514,-0.782178,-0.521376,-1.135706,-0.977795,-0.783358,-0.870115,-0.15768,-0.860485
10126,43,-0.240643,0.230461,-0.191495,-0.311967,0.550801,0.744016,0.121415,0.326574,0.592845,0.711976,-0.1255,-0.711138,-0.217348,-0.198171,-0.656353,-0.224013,-0.33302,-0.362723,-0.405891,-0.180768
10127,201,0.969258,0.007063,0.952769,0.843876,-0.475405,0.292971,0.185822,0.669634,-1.115796,-1.118151,-0.029134,-0.705151,0.109867,0.008645,-0.317006,0.011841,-0.157951,0.268273,-0.557239,-0.430035
10128,108,2.312645,0.08851,2.50564,2.429179,2.579016,3.268353,4.238567,3.440423,2.717694,1.0763,2.922839,0.595371,3.556271,2.852806,-0.175333,3.420544,2.39083,2.109352,1.280732,0.469825
10129,328,0.60856,0.330525,0.61501,0.451674,1.461718,0.522284,0.740752,0.927574,0.497921,-0.003914,0.116678,0.027481,0.199963,0.089611,-0.114664,-0.259782,0.019439,0.344511,-0.627465,-0.380484
10130,439,-0.030472,-0.844644,-0.097993,-0.137624,-1.188483,-0.919734,-0.852851,-0.577763,-0.812768,-0.983478,-0.689258,-1.019577,-0.623768,-0.463952,-0.734689,-0.907654,-0.752025,-0.168071,-1.069402,-0.639587
10131,162,1.551487,-0.265204,1.595336,1.590169,1.113008,1.1799,2.033914,2.055287,0.786345,-0.280347,1.195471,-0.306358,0.9534,1.248221,-0.9947,-0.151357,0.278396,0.200144,-0.445847,-0.18039
10132,325,-0.413892,-0.463005,-0.441519,-0.469246,0.458285,-0.524975,-0.713993,-0.71834,-0.381957,-0.419272,-0.704417,-0.483257,-0.643569,-0.500035,-0.077329,-0.892228,-0.616844,-0.863302,0.003354,-0.760627
10133,183,-0.771749,-1.016847,-0.759507,-0.719243,-0.410645,-0.431923,-0.33885,-0.652824,-2.353466,-0.08897,-0.255431,-0.197498,-0.477239,-0.386506,0.105011,0.659601,0.903737,0.863582,0.134119,0.374127
10134,197,1.122625,0.593484,1.047507,1.049789,-1.611917,-0.339629,0.26994,0.228557,-0.151947,-1.332209,0.833828,0.159928,0.715785,0.792566,-0.50368,1.535949,0.968393,0.42886,0.103849,0.469446
10135,498,1.239071,-0.411809,1.208148,1.17493,0.344421,0.518494,0.757073,1.106842,0.074411,0.59148,1.397226,-0.311801,0.982606,1.219619,0.31102,0.372328,0.413013,0.638111,-0.529391,0.552283
10136,477,-0.064554,-0.621245,-0.123531,-0.157817,-1.998346,-0.969387,-0.83565,-0.916438,0.005043,-1.054359,-0.901119,-1.162366,-0.729704,-0.578801,-1.244377,-0.689014,-0.729114,-1.12965,-0.893838,-0.642991
10137,421,0.159817,-1.235591,0.257479,0.003444,0.479635,1.502076,0.705598,0.363201,1.001751,1.596561,0.508999,0.533683,0.954885,0.2005,0.97838,1.506886,0.692527,0.649465,0.724982,0.623773
10138,374,-0.124197,-0.749234,-0.170076,-0.215552,-0.949367,-0.769449,-0.793968,-0.737944,0.220449,-0.865817,-0.846981,-1.288644,-0.739605,-0.579461,-0.937031,-0.536994,-0.669895,-0.885849,-0.134675,-0.611974
10139,470,-1.266786,-0.186084,-1.255437,-1.040342,-0.491062,-0.791432,-0.744752,-0.871299,1.556694,0.18888,-0.099513,0.241574,-0.147053,-0.387386,0.153347,-0.312319,-0.157619,-0.310329,-0.114092,0.04467
10140,382,-0.58998,0.798266,-0.544495,-0.588983,-1.922199,0.056078,-0.117631,-0.493675,-2.222032,0.537611,-1.031411,0.393979,-0.538623,-0.67739,-0.666353,1.124602,0.369909,0.790588,0.503408,1.347746
10141,510,-0.678025,-1.070369,-0.644999,-0.650984,-1.093833,-0.146514,-0.270425,-0.581116,-1.141353,0.677954,-0.767939,-1.043526,-0.752971,-0.600582,-0.01966,0.764673,0.274417,0.565116,0.249143,1.145003
10142,132,0.577318,0.523672,0.586176,0.440582,0.315955,0.455954,0.194611,0.185997,1.271921,-0.551109,0.101159,0.087354,-0.01092,0.07355,-0.721356,-0.332998,-0.321746,-0.41609,-0.628676,-0.537837
10143,545,-0.144078,0.916946,-0.196849,-0.232332,-0.277565,-0.69876,-0.741488,-0.631673,-0.538947,-0.678694,-0.213564,0.216173,-0.396054,-0.200151,-0.391009,-0.25084,-0.387397,-0.443179,0.039678,-0.458404
10144,121,1.287353,-0.504892,1.212267,1.200527,0.643316,0.107247,0.714386,0.973229,0.563638,-0.094641,1.110294,0.660687,1.004388,1.10301,0.353688,-0.249722,0.050607,0.683529,-0.011175,0.293181
10145,45,1.284513,-0.393193,1.307005,1.197683,0.96356,1.217803,1.363478,1.340793,0.348232,-0.327128,0.807481,-1.004336,0.706379,0.686958,-0.249003,0.808267,0.78404,0.836006,0.452555,-0.098309
10146,333,-0.817192,-1.049425,-0.848066,-0.753372,-0.94652,-1.132559,-1.102648,-1.185959,-0.140994,-0.281764,-0.688536,-0.400523,-0.661885,-0.555919,-0.474679,-1.025804,-1.025216,-1.436389,-0.428896,-0.667577
10147,134,1.227711,0.609773,1.162839,1.194838,-0.146621,-0.137417,0.332715,0.504294,-0.436721,-0.783596,0.688377,-0.026949,0.445498,0.616332,-0.346674,-0.629212,-0.110868,-0.429553,-0.68074,-0.601383
10148,182,0.446671,0.237443,0.380225,0.317717,-0.027775,-0.309875,-0.287124,0.07663,-0.706891,-1.03593,-0.127304,-0.121295,-0.227743,0.014145,-0.805026,-0.159181,-0.409612,-0.329146,-0.614146,-0.516277
10149,519,-0.39117,-0.602629,-0.389619,-0.458154,1.14859,0.139464,-0.62774,-0.48929,1.125883,0.486577,-0.07858,-0.388004,-0.183686,-0.257796,0.156013,-0.551526,-0.401986,-0.421281,-0.301764,-0.062753
10150,207,0.81873,0.225807,0.730342,0.70935,-0.614889,-0.5932,-0.242302,0.128476,0.782694,-1.498069,0.651924,-0.655801,0.613809,0.618752,-0.667687,-0.583942,-0.412265,-0.091833,0.29031,-0.459161
10151,99,0.083133,0.111781,0.103427,-0.035236,0.082532,0.184948,0.063788,0.244291,0.246006,0.156275,-0.417485,1.15056,-0.242594,-0.296739,0.321353,0.194041,0.043644,0.396418,-0.717063,0.248547
10152,366,1.724735,1.75469,1.718907,1.647051,0.191415,1.185586,0.945398,2.001119,0.231402,-0.368238,2.060599,1.224948,2.109791,1.391892,0.466026,1.188316,0.90009,2.20019,2.004782,0.185758
10153,180,3.718515,0.600465,3.712513,4.536659,0.927977,1.649897,2.489659,3.58229,-0.042419,-0.722639,1.555309,0.479253,1.462291,1.944135,-0.803359,-0.006044,-0.026649,0.099574,-0.580244,-0.396371
10154,318,-1.444295,-0.090674,-1.313928,-1.167189,0.236249,1.759816,1.364734,0.004149,1.892581,3.491898,0.217014,1.259421,0.446983,-0.355043,0.934712,2.259159,2.347726,2.185591,1.73962,1.544058
10155,501,-0.087275,1.210157,0.014868,-0.167771,1.411902,1.208328,0.588837,0.481596,1.691779,1.356986,0.252385,0.564527,0.053434,-0.028318,0.879709,0.731139,0.095037,0.707861,0.45982,1.210441
10156,229,-0.368449,0.70751,-0.276346,-0.431419,0.885278,1.431955,1.013195,0.507906,1.136836,1.381085,-0.357572,-0.268257,-0.301503,-0.334582,-0.019327,0.732257,0.495243,0.518075,-0.453112,0.68921
10157,7,-0.118517,0.35845,-0.072867,-0.218965,1.604049,1.140102,0.061026,0.28195,1.403355,1.660353,0.643623,0.290561,0.490051,0.233722,0.588031,0.268933,-0.232554,0.435349,-0.688004,0.611669
10158,247,-0.351408,-1.205339,-0.289115,-0.405822,-0.623429,0.573453,0.61018,-0.235219,-0.787211,0.18321,-0.731486,-1.409116,-0.234179,-0.527757,-0.513347,1.701382,1.647449,0.308825,-0.954377,1.422261
10159,494,-0.274725,0.290965,-0.325775,-0.330454,-1.637537,-0.977725,-0.888883,-0.937847,-0.360051,-0.555362,-0.29405,0.464738,-0.267346,-0.3139,0.253684,-0.277108,-0.612865,-1.010913,0.038467,-0.413771
10160,174,-0.98476,-0.963324,-1.008296,-0.868274,-0.600656,-1.162123,-1.114873,-1.26182,0.424902,-0.43203,-0.268063,1.284821,-0.351996,-0.403887,0.557363,-0.855565,-1.057501,-1.913447,1.465982,-1.05642
10161,340,0.083133,-0.639862,0.089834,-0.038933,0.08182,0.181157,-0.109596,-0.17254,0.366487,0.187463,-0.202376,-0.809657,-0.09359,-0.18035,-0.82136,0.282346,0.215729,0.102819,-0.21943,-0.159586
10162,125,-0.078755,-0.483948,-0.145362,-0.188249,-0.605638,-0.814553,-0.936592,-0.96751,-0.721494,-0.552527,-0.673739,-0.654531,-0.678716,-0.493434,-0.814026,-0.91151,-0.754877,-1.13257,-0.977382,-0.789374
10163,209,0.324545,-1.484587,0.255419,0.200825,-1.034766,-0.796739,-0.375134,-0.447504,-1.652485,-1.068535,-0.692146,-1.549547,-0.663865,-0.447451,-0.916697,-0.733167,-0.44708,-0.717476,-1.332263,-0.809043
10164,347,0.179698,-1.058734,0.119491,0.03928,-0.541589,-0.502991,-0.53634,-0.351808,-1.061032,-0.521339,-0.225114,-1.4855,-0.162894,-0.248115,-0.769691,-0.582265,-0.442438,-0.18267,0.131697,-0.382754
10165,332,-0.825712,0.132725,-0.825,-0.761051,0.643316,-0.692695,-1.052023,-1.066224,0.468713,-0.356897,-0.38825,1.35921,-0.449022,-0.455811,1.949753,-0.806941,-0.948182,-1.107752,2.65013,-0.69292
10166,361,-0.234963,0.530653,-0.27717,-0.309407,-0.750104,-0.769638,-0.695035,-0.636573,0.012345,-0.827542,-0.516377,0.584485,-0.414865,-0.425889,-0.514347,-0.28102,-0.462332,-0.875468,-0.272705,-0.695568
10167,500,0.259222,-0.59332,0.278486,0.098153,0.175759,0.607566,-0.145504,0.322447,-0.524343,0.835308,-0.119725,-0.679569,-0.278237,-0.120945,-0.972699,-0.407331,-0.395687,-0.284862,-1.209853,-0.211028
10168,300,1.534446,-0.090674,1.545908,1.598701,1.326504,1.134417,1.643454,1.477501,-0.071627,0.385927,2.547481,-0.101337,2.163749,2.038743,-0.32834,0.366181,0.811892,0.897646,-0.206112,0.375262
10169,283,0.600039,-0.120926,0.693271,0.427215,0.728714,1.437641,1.330836,1.073052,0.235053,0.573051,-0.425425,-0.543493,-0.199032,-0.269457,-0.826026,0.521553,0.226339,0.047667,-0.806661,0.108216
10170,107,-0.501936,-0.174448,-0.533785,-0.535229,-0.824827,-0.685873,-0.783045,-0.766317,-0.765306,-0.303028,-1.029607,-0.585041,-0.998803,-0.684475,-1.194708,-0.838798,-0.670558,-1.011886,-0.972539,-0.922519
10171,131,0.378508,0.044296,0.40082,0.267377,0.913744,0.34035,0.725686,0.82414,0.435855,-0.685782,0.249497,-0.781898,0.112838,0.175418,-0.267004,-0.594561,-0.124794,-0.140496,-0.795764,-0.504551
10172,303,-1.033042,-0.158159,-1.034246,-0.911788,0.742947,-0.711836,-0.826485,-0.802687,-1.203419,0.453972,-0.926383,0.628029,-0.90643,-0.665707,0.611365,-0.900724,-0.458022,-0.421281,-0.318715,-0.180768
10173,567,1.838341,2.336457,1.982524,1.735218,1.525767,3.272144,3.296944,2.658866,2.137194,1.043695,1.157935,0.686088,1.43853,1.009503,-0.173,2.017716,1.302285,0.785721,0.326634,0.904057
10174,507,-0.871154,-0.504892,-0.853421,-0.820208,1.639632,0.052287,-0.604764,-0.160932,0.519826,2.404595,-0.820273,-0.339016,-0.766337,-0.616864,1.859749,-0.111675,-0.460674,0.170947,0.200712,1.708976
10175,3,-0.768909,0.253732,-0.592687,-0.764464,3.283553,3.402909,1.915897,1.451707,2.867383,4.910919,0.326373,-0.110409,0.286593,-0.288378,0.689702,2.74428,0.819518,1.115007,4.73268,2.047511
10176,516,1.187949,0.300273,1.187553,1.129424,0.742947,0.387729,0.855002,1.17597,0.176638,-0.480229,0.504307,-0.534058,0.174221,0.59455,-0.288338,-0.374915,-0.091637,-0.216734,-0.599617,-0.404693
10177,143,-0.348568,-0.78414,-0.338956,-0.405822,-0.682497,-0.17532,-0.500433,-0.465301,-0.12274,-0.063453,-0.688897,-0.808569,-0.58268,-0.521376,-0.57235,-0.550408,-0.55683,-0.683249,0.060261,-0.721667
10178,398,-0.871154,-1.03779,-0.89214,-0.786932,-1.348605,-1.073809,-0.774382,-1.074916,-1.009919,-0.093223,-0.792843,-0.959341,-0.793563,-0.601903,-0.927364,-0.602944,-0.414254,-1.237358,-1.045186,-0.097552
10179,530,-0.675185,-0.402501,-0.662299,-0.659801,0.77853,-0.136659,-0.451719,-0.116567,-0.77991,0.563128,0.119927,1.252163,0.140064,-0.212912,-0.151332,-0.409566,-0.481563,0.221232,-0.26544,-0.558641
10180,119,1.085703,0.167631,0.915698,0.930337,-0.878202,-0.703498,-0.199239,0.181612,1.158741,-1.778754,0.52488,-0.005177,0.243031,0.301488,-1.0057,-0.95326,-0.297873,-0.313574,3.583645,-0.715993
10181,259,0.398389,3.320807,0.483201,0.256,0.707364,1.128731,1.083503,0.904617,1.020006,0.524852,-0.589283,0.110941,-0.476744,-0.381005,-0.565349,0.004575,-0.099594,-0.255665,-1.282863,-0.164881
10182,450,-0.641103,0.523672,-0.62358,-0.633919,-2.151351,0.039021,-0.012923,-0.646375,-1.688994,0.470983,-0.538393,0.6117,-0.451002,-0.44217,-0.062329,1.964621,1.151752,0.605669,0.362957,1.940466
10183,192,-1.251733,-0.248914,-1.286742,-1.043186,-1.911524,-1.533193,-1.114873,-1.26182,-0.579108,0.237079,-0.185052,6.655279,-0.314869,-0.410268,-1.776065,-1.04749,-1.057501,-1.913447,2.112542,-0.796939
10184,514,0.262062,-0.051114,0.217936,0.133704,-0.299627,-0.348157,-0.175008,-0.14365,-0.914994,-0.517087,-0.069196,-0.034207,-0.116857,-0.040639,-0.696355,-0.512962,-0.073732,-0.384946,-1.092406,-0.785592
10185,241,-0.484895,-0.988922,-0.550261,-0.507357,-1.216949,-1.334392,-0.982669,-0.976022,-0.969759,-0.745321,-1.046209,-0.984016,-1.044049,-0.689337,-1.258711,-1.148426,-0.842212,-1.303215,-0.404681,-0.921006
10186,402,-0.331527,-0.232625,-0.320832,-0.368849,-1.62615,-0.480439,-0.605518,-0.776119,0.227751,-0.539768,-0.61166,0.149042,-0.232199,-0.44283,-1.137372,0.651217,0.08708,-0.185915,0.699555,-0.034006
10187,148,0.088814,-0.956343,0.08242,-0.042062,0.237673,-0.04247,-0.049332,0.165104,-0.319891,-0.281764,-0.593975,-0.866265,-0.369322,-0.421048,-0.445011,-0.140179,-0.024991,0.508343,-0.726749,-0.479208
10188,395,-0.019112,-0.490929,-0.091402,-0.130229,-1.132262,-0.961427,-0.778274,-0.423257,-0.622919,-0.731145,-0.919526,0.849379,-0.806434,-0.608723,-0.556682,-0.712488,-0.682163,-0.428418,-0.405891,-0.889233
10189,299,-1.027362,0.884367,-1.034658,-0.912073,0.36577,-0.689284,-0.801626,-0.778182,-0.425768,0.391598,-0.42723,-0.133996,-0.285662,-0.43513,1.043049,-0.617475,-0.440448,0.114173,1.706929,-0.689894
10190,149,-0.109996,-0.321053,-0.158542,-0.198772,-1.204139,-0.76907,-0.753164,-0.919018,-1.236277,-0.991984,-0.560049,-0.833607,-0.640104,-0.415108,-1.40105,-0.5342,-0.467306,-0.96809,-0.878097,-0.688003
10191,60,-1.123927,-1.026155,-1.129395,-0.975496,1.212639,-0.449737,-0.978777,-0.929077,3.400421,0.96431,0.399279,0.406679,0.220754,-0.125786,0.15768,-0.809735,-0.803352,-0.584464,2.577483,0.816303
10192,61,-1.570397,0.393356,-1.536767,-1.23175,1.988342,-0.278795,-0.738224,-1.022993,0.059807,0.676536,-0.169532,1.542458,-0.184676,-0.482873,1.62974,0.343266,-0.06279,-0.411548,1.577375,-0.282517
10193,126,-0.146918,1.256698,-0.173371,-0.234039,-0.269025,-0.487451,-0.451343,-0.466075,-0.184806,-0.212302,-0.628624,-0.384375,-0.551493,-0.451191,-0.984366,-0.767818,-0.462001,-0.797445,-0.885362,-0.881289
10194,372,2.057032,-0.974959,2.031952,2.079354,0.266139,0.893733,1.310748,1.975325,0.589194,-0.137169,-0.230167,0.167186,-0.227248,-0.028098,-0.871695,0.071084,0.082106,0.265028,-0.459166,0.216396
10195,82,3.150487,1.307894,3.275896,3.478653,0.707364,3.073153,3.077232,3.49717,0.063458,0.711976,1.776193,0.466552,2.235529,1.75272,0.375022,1.75783,0.842397,1.379409,-1.197745,0.793608
10196,425,-1.163689,0.463168,-1.185414,-0.988579,-1.081023,-1.236034,-1.083862,-1.128748,-0.663079,0.225738,-0.794286,0.225245,-0.832671,-0.632265,-0.439011,-1.105559,-0.988733,-1.341334,-0.737646,-0.523463
10197,337,1.318595,0.498074,1.274053,1.243188,-0.37008,0.679581,0.215954,0.309034,0.516175,-0.278929,0.855484,0.568156,0.744002,1.054166,0.169014,0.754054,0.240265,1.03228,0.137751,0.2459
10198,386,-0.544538,-1.209993,-0.543259,-0.548596,-1.087428,-0.494842,-0.256238,-0.6082,-0.604664,-0.178279,-0.500136,-0.700252,-0.380708,-0.448331,-0.878695,0.267256,0.38284,-0.150228,-0.161313,0.31285
10199,184,0.327386,0.726127,0.286312,0.158448,-0.412068,0.01628,-0.440043,-0.420162,-0.308938,0.05279,-0.721019,-1.308602,-0.753466,-0.457791,-1.250377,-0.644302,-0.469295,-0.93873,-1.068191,-0.46143
10200,58,-0.305966,0.004736,-0.3855,-0.363161,-1.121587,-1.259344,-1.106185,-1.154336,0.026949,-1.103975,-0.00423,-0.005177,-0.134183,-0.162308,0.150013,-0.943703,-1.034556,-1.23752,0.164388,-0.304456
10201,88,-0.501936,0.584176,-0.502069,-0.536936,-0.614889,-0.187449,-0.359691,-0.295835,0.432204,0.176122,-0.387528,0.517354,-0.328235,-0.426549,0.023675,-0.030635,-0.161266,0.183924,-0.116514,0.252708
10202,117,0.21094,-0.60961,0.274778,0.078528,1.411902,1.147683,1.006917,1.039777,1.260968,0.69213,0.077338,-0.48616,0.060859,0.018546,-0.01866,0.008487,-0.059143,0.148237,-0.547553,0.033701
10203,459,-1.241793,2.073499,-1.247611,-1.035222,-1.175673,-1.100721,-0.921401,-0.992788,-0.695938,-0.464635,-0.819551,0.853008,-0.803464,-0.639305,-0.150999,-0.714164,-0.576724,-0.92332,-0.581455,-0.577553
10204,221,-0.161119,-1.254207,-0.139183,-0.266177,0.621966,0.2816,-0.128052,-0.113729,0.549034,0.032944,-0.535145,-1.304066,-0.42328,-0.424789,-0.396676,-0.130678,-0.213986,-0.557375,-0.256965,-0.33169
10205,223,0.460872,0.22348,0.437892,0.302644,0.436936,0.304342,0.325182,0.404988,0.450458,0.032944,-0.208872,-0.536961,-0.307938,-0.17925,-0.758357,-0.097144,-0.267037,-0.512443,-0.34172,-0.251123
10206,128,0.276263,-0.674768,0.313497,0.055775,1.326504,1.447116,0.313883,0.939439,0.691421,0.265431,0.092858,-0.270071,-0.034681,-0.010937,0.655034,0.915016,0.00485,1.749247,0.361746,0.449777
10207,294,-0.399691,-1.282132,-0.419688,-0.462989,0.022041,-0.386818,-0.953165,-0.765543,-0.633872,-0.25483,-0.810167,-0.950269,-0.755446,-0.593102,-0.325673,-0.764465,-0.839858,-0.619339,-0.823612,-0.908902
10208,541,0.097334,1.32651,0.15821,0.004297,-0.568632,0.353616,0.151924,-0.258434,0.220449,0.086813,-0.54489,-0.250114,-0.124282,-0.379025,0.032342,1.176579,0.212082,-0.028571,0.016673,0.876066
10209,111,-0.425252,0.342161,-0.404448,-0.496265,0.211341,0.313818,0.222232,0.291236,-0.27973,1.120246,-0.226558,1.063471,-0.076759,-0.43689,1.95642,0.835094,0.633839,1.809264,0.108692,0.792851
10210,266,-1.001801,-0.079038,-0.934566,-0.877375,0.036986,0.196319,-0.312987,-0.580343,0.402996,0.299453,0.163598,-0.036021,0.279168,-0.291238,0.143013,0.577443,0.054586,0.300714,1.75536,-0.18039
10211,568,-1.808401,1.221792,-1.814389,-1.347789,-3.112085,-1.150752,-1.114873,-1.26182,-0.82007,-0.561032,-0.070279,0.383092,-0.157449,-0.466152,0.049342,-1.163516,-1.057501,-1.913447,0.75283,-0.382754
10212,362,-0.38833,-0.104636,-0.415981,-0.45019,0.028446,-0.470394,-0.777395,-0.802429,-0.192108,-0.137169,-0.663633,0.123641,-0.658915,-0.507735,-0.477679,-0.50402,-0.55053,-0.291837,-0.175842,-0.628617
10213,271,-0.805831,-1.454335,-0.813055,-0.75906,0.140888,-0.535587,-0.704953,-0.551195,-0.155598,-0.013837,-0.775157,-1.247458,-0.842571,-0.597722,-0.189667,-0.796881,-0.632428,-0.478054,-0.438583,-0.369893
10214,187,-0.686545,-0.488602,-0.712139,-0.667195,0.098188,-0.813606,-0.636654,-0.426352,-1.079287,-0.261918,-0.577734,-0.81891,-0.556444,-0.494534,-0.045328,-0.937499,-0.401655,0.008737,-0.190372,-0.803369
10215,155,-0.533178,-0.314072,-0.564266,-0.553431,-0.698865,-0.711647,-0.627112,-0.660562,0.578241,-0.073377,-0.668325,-0.425561,-0.684162,-0.524236,-0.50768,-0.550967,-0.39635,-0.628098,-0.309029,-0.495851
10216,5,-0.476375,-0.835335,-0.387148,-0.50565,2.237421,1.244335,0.866302,0.824656,1.005402,1.890005,-0.25507,-0.592662,-0.321304,-0.289258,0.156347,0.445544,0.160025,-0.069124,0.134119,0.486846
10217,511,0.193899,-1.068042,0.110841,0.073409,-0.828386,-1.02681,-0.685995,-0.606394,-0.557202,-1.320868,-0.674821,-1.077091,-0.588621,-0.431609,-0.110997,-0.754964,-0.566114,-0.200513,-0.57419,-0.762518
10218,252,1.591249,0.123416,1.595336,1.567416,0.700248,1.526713,1.919664,1.250514,-0.287032,0.59148,1.302665,-0.792602,0.618264,1.154494,0.48036,1.402373,1.197177,1.283705,-0.711009,1.310299
10219,480,-0.558739,-0.293129,-0.563442,-0.567652,-0.390718,-0.491999,-0.74877,-0.867945,-1.269136,0.006009,-0.67049,-0.048721,-0.588126,-0.529737,-0.710022,-0.492842,-0.594297,-1.076283,-0.726749,-0.732636
10220,513,0.128576,-1.310057,0.095601,0.011123,0.139464,-0.287323,-0.082603,-0.140039,-0.265127,-0.906928,0.040885,-1.076184,-0.151014,-0.071001,-0.696021,-0.411243,-0.051185,-0.510658,-0.623833,-0.572636
10221,86,0.100174,0.505055,0.093953,-0.019024,-0.136658,-0.092312,0.396746,0.011887,0.96159,-0.912598,0.054961,1.820053,0.215309,-0.032278,0.776038,0.243224,0.723363,0.943065,0.440447,-0.206489
10222,105,-0.288925,-0.867914,-0.196026,-0.354629,3.091407,1.36752,1.485262,1.214661,0.413949,2.001996,-0.051872,-0.5317,-0.225763,-0.124905,0.040342,0.203542,0.757183,0.338023,-0.614146,1.249401
10223,242,-0.802991,-0.255896,-0.743031,-0.755078,-0.031333,0.533655,0.828637,-0.525659,0.884921,1.969391,-0.586035,0.771362,-0.24606,-0.526877,-0.125998,1.881346,1.886843,0.217988,-0.071715,1.845903
10224,312,-0.38833,-1.377542,-0.398681,-0.42886,-0.599233,-0.471152,-0.606145,-0.604589,-0.768957,-0.198126,-0.283944,-1.011412,-0.257445,-0.333482,-0.182334,0.123061,-0.017365,-0.179426,-0.391362,0.225852
10225,473,-0.527497,2.485389,-0.599278,-0.538926,-1.378495,-1.333445,-1.114873,-1.26182,-0.403862,-0.453294,0.145552,4.409122,0.008881,-0.114565,0.099344,-0.963264,-1.057501,-1.913447,1.315845,-0.249231
10226,364,-0.206561,-0.544452,-0.267285,-0.29149,-1.209121,-0.89794,-0.841049,-0.881874,-0.59006,-0.820454,-0.890652,-1.096686,-0.905935,-0.596622,-0.882362,-0.725342,-0.576392,-1.02389,-0.924107,-0.650934
10227,565,1.704854,2.085134,1.615931,1.723842,0.102458,-0.017833,0.693043,1.263669,-0.217664,-1.058611,1.300499,2.260938,1.156857,1.291565,-0.42401,-0.069758,0.252202,0.808431,-0.189161,-0.490556
10228,447,0.191059,-0.37923,0.161093,0.056629,-0.325246,-0.292629,-0.604011,-0.678876,0.297119,-0.558197,-0.666881,-1.079087,-0.685152,-0.452951,-0.748357,-0.769495,-0.4746,-0.794687,0.241879,-0.689894
10229,488,-0.695066,-0.725963,-0.678775,-0.666627,1.16994,-0.22194,-0.577646,-0.453952,0.151081,0.171869,-0.122251,-0.114038,-0.154479,-0.280898,0.652367,-0.701869,-0.443764,-0.020461,0.118379,-0.220106
10230,151,-1.678039,0.328198,-1.594021,-1.282659,-0.164412,0.495752,0.543639,-0.702606,1.498279,2.808612,-0.763969,1.351952,-0.803464,-0.662847,1.796413,1.603016,1.513163,-0.255665,0.308472,3.020373
10231,263,0.42111,0.021025,0.330797,0.294964,-1.278151,-0.913101,-0.586434,-0.527465,-0.966108,-1.186196,-0.632955,-0.395624,-0.65941,-0.399487,-1.40505,-0.915087,-0.622812,-1.074175,-1.260706,-0.926679
10232,563,1.929226,1.349781,2.101976,1.968434,0.96356,2.260135,2.870075,2.540213,1.23176,0.849484,2.010431,-0.346274,2.916691,1.726318,-0.214002,0.984878,1.543668,2.342934,0.003354,0.914648
10233,194,0.2081,0.912292,0.347273,0.046959,0.57215,1.774977,1.015706,1.02817,-0.272428,0.55604,-0.453216,-0.462029,0.358868,-0.333042,0.346688,1.438701,0.783046,1.140961,0.594217,0.195592
10234,433,1.332796,0.623736,1.307005,1.294382,0.38712,0.654944,0.88639,0.993606,0.479666,-0.209467,1.493953,1.295707,0.805385,1.398493,0.344354,0.860803,0.706785,1.061478,0.39807,0.272377
10235,244,1.497524,0.979777,1.529432,1.422367,0.451169,0.975224,1.457641,1.030234,0.607449,-0.39659,0.429958,1.061657,0.579652,0.441639,1.189722,0.393566,0.240597,0.615401,0.159545,0.058287
