idx,ambient,coolant,u_d
659,0.049830776,-0.3517612,-0.2474453
660,-0.11038891,0.3294364,-0.7030742
661,0.64486855,1.9235744,0.30022663
662,0.54100806,1.7158538,0.33953294
663,-0.11931421,2.1764488,0.18423137
664,0.05248066,1.7467995,-1.2022194
665,-1.9897478,-1.0779382,0.2667065
666,0.51293135,1.6343282,2.1415057
667,0.5355106,1.7475554,0.49411514
668,0.6786516,-0.87877786,0.07566686
669,0.6886087,1.9475828,-1.0512811
670,-0.48225212,1.9531237,-0.08127016
671,-0.14444697,-0.34472388,0.92332286
672,0.5604446,0.13704222,0.3415871
673,-1.0103412,-1.0666107,0.5153857
674,-0.14447005,0.33602995,-0.9678568
675,-0.85473365,-1.0697169,-0.8567433
676,1.1099415,0.9863884,0.3309512
677,-1.79465,-1.0755284,0.2674446
678,-2.7498472,-1.0555457,-1.1055517
679,0.32512775,-0.5790729,-0.6439255
680,-0.24089074,0.3267929,1.6007411
681,1.5197623,1.2416035,-1.4456791
682,0.68858963,0.7193142,1.8097991
683,1.0311706,1.5195644,0.99785656
684,-0.59155387,-0.30264103,0.3315416
685,-0.57005167,2.172143,0.30942872
686,-0.0575488,2.2025118,0.30061918
687,0.6791805,0.9919911,0.33057877
688,-0.11524804,-1.0754906,0.32252508
689,0.53794163,-0.6586466,-1.2835006
690,2.2193007,-0.03723526,-0.6167409
691,-0.6820665,0.15548828,0.3016123
692,-0.08945984,-1.084606,0.32907152
693,0.6628044,0.050951272,0.33453625
694,0.71458864,-0.6818998,0.35707423
695,-0.053215634,1.025173,-1.1478927
696,0.4897077,1.702077,0.43799558
697,0.6886087,0.32808658,0.48743823
698,-1.0003318,-0.25400516,-0.4040332
699,0.36783206,1.6989719,0.33267525
700,1.5478019,1.2437487,-0.48072603
701,0.48375753,1.6346624,1.6438557
702,0.69250524,-0.13743164,-0.40838823
703,-1.9110823,-1.0766395,-0.09463499
704,0.6886077,-0.6223925,-0.08715869
705,0.58281004,1.0231597,-1.1417474
706,0.4248909,1.7022964,0.6156466
707,-1.1309972,-1.0646976,-1.6022837
708,-0.3519671,-0.8271701,0.3559537
709,-0.5061051,-0.57209474,-0.82434416
710,0.6858072,1.2485555,-1.5938675
711,0.707189,-0.42905664,2.2075257
712,0.6665976,0.04338946,0.33517694
713,0.6872757,0.32728454,0.616453
714,0.6565541,-0.5394683,1.1372051
715,0.6711255,-0.84000045,0.35865858
716,0.32786497,-0.66508114,1.85405
717,0.65782386,0.3275173,1.2077751
718,-0.072447374,-0.57583886,0.30267617
719,0.6614755,-1.0970025,0.33089614
720,0.6886087,-0.30078536,0.3508079
721,-1.0000116,-1.0898236,0.33862907
722,-0.093369424,-0.6419679,-0.12718411
723,2.496555,1.0188804,-1.4853154
724,-0.2501503,0.32785198,1.8702054
725,-0.55501956,0.32419762,-0.65092033
726,-0.4707693,-0.7089722,-0.09023171
727,-0.6356494,2.1718163,0.8512476
728,0.69531673,-0.6108642,0.34931183
729,0.79686755,-0.58500147,0.82035226
730,-0.9562152,0.8389598,-1.1126244
731,0.64859444,0.33114088,0.13494186
732,-0.46079007,0.97711885,1.8607258
733,-0.63967335,1.4408967,0.0066730445
734,-0.031444415,-0.57387376,-1.1710678
735,-1.4113481,-1.0723239,0.5153344
736,0.37845066,-0.35851958,0.307112
737,-0.14030552,-0.18453796,-0.40812635
738,0.6885977,-0.30078536,0.35144737
739,0.55226105,-1.022409,-1.4294996
740,-0.36776403,1.3491914,0.32408094
741,-0.90223986,1.3160164,1.010827
742,0.74319535,1.2472473,0.32074207
743,0.7269909,0.3328298,-0.45144576
744,0.6885786,1.7475495,0.94842815
745,0.3666647,-0.10066488,0.823812
746,0.67880815,-0.13535692,2.1083922
747,0.81846917,0.99793,-1.1621729
748,0.52550524,1.7475554,-1.6158171
749,0.43582973,1.180278,1.8371934
750,-0.1390649,0.32521614,1.5363119
751,-1.2470452,-1.0637078,-0.12530264
752,-1.3888562,-1.0711826,0.5143155
753,0.5593736,0.33313572,-0.51710963
754,-0.7241204,-1.0274247,-1.6168346
755,0.6828432,0.9870779,0.3306771
756,-1.5074385,-1.0635343,-1.5918934
757,2.2205997,0.6095884,0.83746415
758,-1.5754803,-1.0762781,-0.60977465
759,-0.12711631,0.3324115,0.34382808
760,-1.0055823,-0.29751632,0.3544665
761,-0.16019371,-0.55037934,0.31932768
762,0.44207603,1.7078197,0.4002655
763,0.688679,-1.1763107,-1.4960748
764,-0.6952196,-1.055938,0.29523754
765,0.20102078,0.33960274,-0.89888036
766,1.3383224,0.7513316,0.4757069
767,0.0493279,2.157819,0.35382563
768,0.5829144,-0.10087949,1.9522053
769,0.58499515,2.17313,-0.3194311
770,0.65712225,-0.686841,-1.1895639
771,0.5763298,-0.816421,-1.3771886
772,-1.8929145,-1.0675428,-1.0648166
773,-0.6217435,0.32731858,-1.2151549
774,-1.0002445,-1.0924114,0.3381838
775,0.4305982,-0.6690161,-0.9769795
776,-0.8418265,-1.0786783,0.2985686
777,0.09905842,0.17983733,0.35542884
778,0.5386724,1.7203217,0.9617346
779,1.4964844,-0.12536724,0.21780798
780,-0.7637111,0.15682696,1.9508921
781,-0.050002646,-0.64005774,2.1630743
782,0.6277085,1.5886881,0.14295574
783,-0.1274325,0.3300149,0.40552688
784,0.6416676,-1.07701,0.29565257
785,0.48261225,2.194887,-1.3919607
786,0.2984944,1.0078285,-0.9346292
787,-0.09678918,0.09975576,-0.14070038
788,0.27485722,2.1740317,0.31286654
789,0.37501687,0.32785282,-1.3139412
790,0.67218345,-1.043289,-1.6535375
791,-0.042509694,-0.35977346,0.3155697
792,0.094329774,0.32683206,1.449224
793,0.6886087,-0.30078536,0.351564
794,0.17890829,-1.0324639,-0.9634722
795,1.027504,-1.0853252,0.90676004
796,-2.7498572,-1.0671866,0.19628394
797,0.6638253,0.32695964,1.9022659
798,-1.6105803,-1.0577438,-1.3259166
799,0.062303305,1.7475554,0.30343437
800,1.2834055,-1.1314176,-1.4996614
