id,x0,x1,x2,x3,x4,x5,x6,x7,x8
265,0.2,-0.242105,-0.199041,-0.132075,-0.921053,0.181818,-0.609756,0.466667,0.8
266,-0.171429,-0.568421,-0.633094,-0.157233,-0.473684,-0.727273,-0.219512,-0.666667,-0.6
267,-0.342857,-0.526316,-0.63789,-0.207547,-0.315789,-0.545455,-0.804878,-0.8,-0.866667
268,0.0285714,-0.378947,-0.446043,-0.169811,-0.894737,0.181818,-0.560976,0.466667,0.733333
269,-0.542857,-0.894737,-0.932854,-0.597484,-0.947368,-0.363636,-0.609756,0.6,0.733333
270,-0.685714,-0.863158,-0.918465,-0.672956,-0.473684,-1,-0.658537,-0.666667,-0.733333
271,-0.257143,-0.589474,-0.669065,-0.0566038,-0.447368,-0.545455,-1,-0.666667,-0.8
272,-0.0571429,-0.294737,-0.357314,0.207547,-0.815789,-1,-0.853659,0.266667,0.4
273,0.114286,-0.631579,-0.659472,-0.610063,-0.868421,-0.909091,0.268293,0.4,0.733333
274,-0.142857,-0.673684,-0.683453,-0.345912,-0.868421,-0.545455,-0.512195,0.533333,0.733333
275,0.542857,0.526316,0.846523,0.54717,-0.368421,-0.818182,-0.0243902,-0.666667,-0.8
276,-0.342857,-0.610526,-0.659472,-0.132075,-0.736842,-0.454545,-0.95122,0.2,0.333333
277,-0.2,-0.610526,-0.657074,-0.0691824,-0.578947,-0.272727,-1,-0.4,-0.333333
278,-0.485714,-0.747368,-0.803357,-0.295597,-0.605263,-0.727273,-0.804878,-0.733333,-0.6
279,0.457143,0.0105263,0.177458,0.295597,-0.763158,0,0.560976,-0.133333,0.4
280,-0.742857,-0.568421,-0.573141,-0.710692,-0.789474,-0.818182,-0.609756,0.4,0.666667
281,-0.171429,-0.242105,-0.191847,-0.471698,-0.815789,-1,-0.902439,0.133333,0.133333
282,-0.285714,-0.494737,-0.623501,-0.358491,-0.552632,-0.545455,-0.463415,-0.4,-0.466667
283,-0.171429,-0.578947,-0.640288,-0.00628931,-0.394737,-0.181818,-0.463415,-0.733333,-0.8
284,0.342857,0.0631579,0.218225,0.421384,-0.789474,0.454545,0.365854,0.0666667,0.666667
285,0.2,-0.568421,-0.59952,-0.144654,-0.5,-0.363636,-0.170732,-0.533333,-0.333333
286,0,-0.389474,-0.417266,0.0188679,-0.868421,0.454545,-0.756098,0.266667,0.333333
287,-0.342857,-0.6,-0.70024,-0.522013,-0.684211,-0.636364,-0.414634,-0.2,-0.0666667
288,-0.0857143,-0.536842,-0.601918,-0.308176,-0.631579,-0.454545,-0.902439,-0.4,0
289,-0.171429,-0.0526316,-0.00719424,0.144654,-0.631579,-0.454545,-0.707317,-0.266667,-0.133333
290,-0.8,-0.778947,-0.805755,-0.559748,-0.368421,0.454545,-0.219512,-0.733333,-0.8
291,-0.428571,-0.684211,-0.839329,-0.823899,-0.736842,-0.727273,-0.414634,0,-0.133333
292,0.2,-0.263158,-0.609113,-0.144654,-0.184211,-0.181818,-0.170732,-0.533333,-0.266667
293,-0.428571,-0.431579,-0.573141,-0.396226,-0.552632,-0.454545,-0.414634,-0.133333,-0.2
294,-0.485714,-0.705263,-0.817746,-0.849057,-0.789474,-0.727273,0.317073,0.133333,0.333333
295,0.342857,0.421053,0.645084,0.735849,-0.342105,-0.0909091,-0.463415,-0.466667,-0.866667
296,-0.628571,-0.6,-0.613909,-0.622642,-0.815789,-1,-1,0.266667,0.533333
297,0.228571,-0.136842,-0.0743405,0.408805,-0.578947,-0.636364,-0.707317,0.2,-0.0666667
298,-0.742857,-0.810526,-0.83693,-0.584906,-0.657895,0.545455,-0.658537,-0.533333,-0.6
299,-0.514286,-0.326316,-0.326139,-0.295597,-0.815789,-0.181818,0.707317,0.266667,0.6
300,-0.4,-0.294737,-0.345324,-0.597484,-0.657895,-0.636364,-0.170732,0.533333,0.333333
301,0.457143,-0.0105263,0.191847,0.371069,-0.631579,-0.272727,0.0243902,-0.2,0.0666667
302,-0.342857,-0.452632,-0.621103,-0.18239,-0.763158,0.363636,-0.902439,0.133333,0.0666667
303,-0.571429,-0.431579,-0.517986,-0.773585,-0.710526,-1,-0.317073,0.6,0.533333
304,-0.542857,-0.757895,-0.805755,-0.874214,-0.921053,-0.454545,-0.121951,0.666667,0.866667
305,-0.2,-0.568421,-0.640288,-0.0188679,-0.473684,-0.818182,-0.756098,-0.666667,-0.666667
306,-0.228571,-0.578947,-0.63789,-0.157233,-0.684211,-0.454545,-0.95122,-0.133333,0
307,0,0.0210526,0.0815348,0.144654,-0.710526,-0.545455,0.365854,-0.0666667,0.466667
308,0.257143,-0.0842105,0.179856,0.00628931,-0.815789,-0.454545,-0.756098,-0.133333,0.133333
309,0.228571,-0.157895,-0.115108,0.081761,-0.868421,0.272727,-0.853659,0.333333,0.4
310,0.142857,-0.0315789,0.0551559,-0.257862,-0.842105,-0.181818,0.560976,0.266667,0.666667
311,0.142857,-0.147368,-0.261391,0.396226,-0.736842,-0.454545,-0.0731707,0,0.2
312,0.0571429,-0.473684,-0.568345,-0.00628931,-0.578947,-0.909091,0.0243902,-0.466667,0.0666667
313,-0.428571,-0.557895,-0.654676,-0.459119,-0.657895,-0.545455,-0.170732,-0.266667,-0.0666667
314,0.285714,-0.0842105,-0.028777,0.471698,-0.789474,0.0909091,-0.0243902,0.0666667,0.333333
315,-0.314286,-0.547368,-0.635492,-0.194969,-0.421053,-1,-0.268293,-0.733333,-0.8
316,-0.228571,-0.684211,-0.844125,-0.408805,-0.5,-0.272727,-0.707317,-0.466667,-0.8
317,-0.257143,-0.694737,-0.872902,-0.421384,-0.657895,-0.727273,-0.512195,0,-0.133333
318,-0.0857143,-0.242105,-0.194245,-0.383648,-0.868421,-0.363636,0.560976,0.466667,1
319,-0.742857,-0.915789,-0.930456,-0.522013,-0.394737,-0.363636,-0.804878,-0.666667,-0.866667
320,0.257143,0.231579,0.311751,0.257862,-0.447368,-0.363636,-0.658537,-0.2,-0.666667
321,0.485714,0.0736842,0.280576,0.169811,-0.631579,-1,-0.365854,-0.266667,0.2
322,0.628571,0.663158,0.913669,0.91195,-0.315789,0,0.0243902,-0.6,-0.866667
323,-0.285714,-0.589474,-0.669065,-0.220126,-0.315789,-0.454545,-0.853659,-0.733333,-0.933333
324,0.114286,-0.189474,-0.16307,0.534591,-0.763158,-0.0909091,-0.95122,0,0.2
325,-0.628571,-0.389474,-0.398082,-0.559748,-0.815789,-0.818182,0.365854,0.266667,0.533333
326,-0.171429,-0.621053,-0.652278,-0.0440252,-0.421053,-0.727273,-0.804878,-0.8,-0.933333
327,0.142857,-0.294737,-0.256595,-0.106918,-0.921053,0.727273,-0.268293,0.733333,0.866667
328,-0.257143,-0.578947,-0.645084,-0.257862,-0.763158,-0.0909091,-0.317073,-0.2,-0.2
329,-0.171429,-0.642105,-0.640288,-0.572327,-0.842105,-0.818182,-0.170732,0.333333,0.666667
330,-0.628571,-0.410526,-0.508393,-0.647799,-0.763158,-0.545455,-0.268293,0.0666667,0.0666667
331,-0.142857,-0.684211,-0.721823,-0.220126,-0.894737,0.727273,-0.902439,0.666667,0.733333
332,0.228571,-0.2,-0.170264,0.207547,-0.789474,0,-0.609756,0.133333,0.266667
333,0.657143,0.0947368,0.297362,0.597484,-0.710526,-0.0909091,0.219512,-0.2,0.266667
334,-0.371429,-0.568421,-0.657074,-0.207547,-0.315789,-0.818182,-0.609756,-0.733333,-0.933333
335,0.514286,0.189474,0.529976,0.509434,-0.526316,-0.363636,-0.463415,-0.266667,-0.6
336,0.628571,0.0421053,0.285372,0.308176,-0.684211,-0.454545,-0.317073,-0.266667,0.266667
337,-0.0571429,-0.652632,-0.597122,-0.157233,-0.552632,0.0909091,-0.414634,-0.466667,-0.2
338,0.142857,-0.0315789,0.057554,0.383648,-0.526316,-0.272727,0.268293,0,-0.4
339,-0.142857,-0.621053,-0.640288,-0.220126,-0.842105,0.636364,-0.0243902,0.4,0.6
340,-0.428571,-0.526316,-0.623501,-0.459119,-0.631579,-0.727273,-0.609756,-0.0666667,-0.133333
341,-0.514286,-0.526316,-0.671463,-0.54717,-0.657895,-0.636364,-0.512195,0.0666667,0
342,-0.514286,-0.705263,-0.745803,-0.333333,-0.657895,-0.727273,0.0243902,-0.533333,-0.4
343,-0.742857,-0.768421,-0.791367,-0.597484,-0.315789,-0.727273,-0.707317,-0.733333,-0.866667
344,0.514286,-0.0105263,0.304556,0.18239,-0.684211,0.181818,-0.707317,-0.133333,0.133333
345,0.714286,0.0315789,0.326139,0.308176,-0.605263,0,-0.0243902,-0.266667,0
346,0.314286,0.326316,0.556355,0.811321,-0.421053,-0.454545,-0.317073,-0.4,-0.733333
347,0.285714,0.0315789,0.160671,0.396226,-0.815789,0.909091,0.219512,0.2,0.6
348,-0.228571,-0.526316,-0.618705,-0.144654,-0.868421,-0.181818,-0.414634,0.733333,0.8
349,-0.142857,-0.652632,-0.693046,-0.283019,-0.868421,-0.0909091,-0.707317,0.533333,0.666667
350,-0.457143,-0.736842,-0.817746,-0.471698,-0.947368,0.454545,-0.707317,0.8,0.866667
351,-0.0571429,-0.178947,-0.131894,-0.245283,-0.815789,-0.909091,0.560976,0,0.266667
352,-0.628571,-0.652632,-0.676259,-0.396226,-0.289474,0.0909091,-1,-0.733333,-0.866667
353,-0.0285714,-0.6,-0.666667,0.132075,-0.710526,0.181818,-0.463415,-0.133333,0.266667
354,-0.171429,-0.568421,-0.625899,0.081761,-0.578947,-0.545455,-1,-0.533333,-0.533333
355,0.0571429,-0.315789,-0.309353,0.106918,-0.842105,-0.0909091,-0.95122,0.133333,0.333333
356,-0.342857,-0.178947,-0.232614,-0.257862,-0.710526,-0.727273,-0.414634,-0.133333,0.0666667
357,-0.257143,-0.578947,-0.625899,-0.119497,-0.736842,0.0909091,-0.95122,0.266667,0.333333
358,0.0857143,0,0.0815348,0.308176,-0.710526,0.181818,0.512195,0,0.4
359,-0.257143,-0.463158,-0.563549,-0.18239,-0.710526,-0.818182,-0.902439,-0.0666667,0
360,0.0857143,-0.242105,-0.196643,-0.157233,-0.921053,-0.727273,-0.756098,0.4,0.6
361,0.514286,0.0421053,0.206235,0.320755,-0.657895,-0.0909091,0.365854,-0.133333,0.333333
362,-0.0857143,-0.126316,-0.0551559,0.081761,-0.815789,-0.363636,0.853659,0.0666667,0.6
363,-0.0285714,-0.305263,-0.422062,-0.0440252,-0.789474,-0.636364,-0.804878,0,0.133333
364,-0.0571429,-0.526316,-0.604317,-0.0314465,-0.605263,0.181818,-0.658537,-0.333333,0.0666667
365,-0.228571,-0.463158,-0.601918,-0.207547,-0.578947,0.363636,-0.317073,-0.466667,-0.466667
366,0.314286,-0.0947368,0.0167866,0.584906,-0.763158,0.0909091,-0.853659,-0.0666667,0.266667
367,0.0571429,-0.484211,-0.589928,-0.0314465,-0.578947,-0.909091,-0.756098,-0.4,0
368,-0.714286,-0.778947,-0.808153,-0.572327,-0.394737,0,0.170732,-0.8,-0.733333
369,-0.314286,-0.6,-0.681055,-0.106918,-0.578947,-0.545455,-0.95122,-0.533333,-0.6
370,-0.114286,-0.4,-0.510791,0.106918,-0.657895,-0.181818,-0.268293,-0.266667,-0.2
371,-0.542857,-0.210526,-0.278177,-0.509434,-0.605263,-1,-0.804878,0.333333,0.133333
372,-0.257143,-0.494737,-0.484412,-0.0314465,-0.710526,-0.363636,-0.658537,0.333333,0.466667
373,-0.114286,-0.547368,-0.580336,-0.081761,-0.763158,-0.909091,-0.365854,0.0666667,0.4
374,-0.0857143,-0.389474,-0.41247,-0.081761,-0.736842,-0.454545,-0.219512,0.533333,0.466667
375,-0.8,-0.915789,-0.94964,-0.63522,-0.315789,-0.181818,-0.268293,-0.733333,-0.866667
376,0.142857,0.389474,0.419664,0.358491,-0.394737,-1,-0.0731707,-0.266667,-0.666667
377,0.285714,0.0736842,0.223022,0.18239,-0.657895,0.363636,0.0731707,-0.0666667,0.333333
378,-0.685714,-0.747368,-0.858513,-0.710692,-0.684211,-0.909091,-0.317073,-0.333333,-0.266667
379,-0.771429,-0.831579,-0.892086,-0.761006,-0.5,-0.909091,-0.756098,-0.733333,-0.8
380,0.571429,0,0.227818,0.345912,-0.657895,-0.818182,-0.0731707,-0.2,0.2
381,-0.628571,-0.778947,-0.767386,-0.584906,-0.447368,-1,-0.756098,-0.8,-0.666667
382,0.257143,0.578947,0.772182,0.924528,-0.236842,-0.545455,-0.463415,-0.6,-0.933333
383,-0.142857,-0.505263,-0.609113,0.0188679,-0.447368,-0.909091,-0.317073,-0.6,-0.6
384,0.257143,0.136842,0.247002,0.220126,-0.657895,-0.454545,-0.121951,-0.133333,0.2
385,-0.285714,-0.694737,-0.731415,-0.18239,-0.763158,-0.363636,-0.121951,-0.2,0.0666667
386,0.142857,-0.484211,-0.570743,0.18239,-0.578947,-0.636364,-1,-0.533333,-0.133333
387,-0.257143,-0.157895,-0.191847,-0.283019,-0.763158,-0.454545,-0.365854,0,0.2
388,0.0571429,-0.526316,-0.613909,-0.0566038,-0.631579,-0.636364,-0.902439,-0.333333,0.0666667
389,0.0571429,1,-0.592326,-0.0188679,1,0.0909091,-0.560976,-0.2,0
390,0.771429,0.0947368,0.371703,0.207547,-0.657895,-0.454545,-0.0731707,-0.333333,0.133333
391,-0.342857,-0.589474,-0.645084,-0.220126,-0.315789,-0.636364,-0.219512,-0.8,-0.866667
392,-0.4,-0.663158,-0.731415,-0.735849,-0.789474,-0.636364,-0.463415,0.0666667,0.4
393,0.0857143,-0.578947,-0.606715,-0.572327,-0.815789,-0.181818,-0.170732,0.2,0.466667
394,-0.2,-0.515789,-0.58753,0.0188679,-0.605263,-0.363636,-0.853659,-0.2,-0.133333
395,0.0285714,-0.210526,-0.321343,0.421384,-0.710526,-0.909091,-0.902439,-0.133333,-0.0666667
396,-0.628571,-0.378947,-0.503597,-0.660377,-0.657895,-1,-1,-0.2,-0.266667
397,0.485714,0.631579,0.8753,0.91195,-0.263158,0,-0.902439,-0.6,-1
398,-0.485714,-0.526316,-0.597122,-0.433962,-0.657895,-0.818182,-1,-0.2,-0.0666667
399,-0.485714,-0.378947,-0.450839,-0.748428,-0.684211,-0.727273,-0.170732,0.6,0.466667
400,-0.342857,-0.715789,-0.805755,-0.371069,-0.789474,-0.363636,-1,0.133333,0.333333
401,0.285714,-0.0947368,0.0623501,0.169811,-0.842105,0.909091,0.0731707,0.2,0.6
402,-0.771429,-0.484211,-0.606715,-0.660377,-0.736842,-0.454545,0.0243902,0,0.0666667
403,0.285714,0.0105263,0.16307,0.194969,-0.605263,0.0909091,-0.463415,-0.333333,-0.133333
404,-0.0857143,-0.673684,-0.736211,-0.811321,-0.921053,0.363636,-0.853659,0.666667,0.8
405,0.142857,-0.105263,-0.0143885,-0.308176,-0.815789,-0.272727,0.0731707,0.0666667,0.4
406,-0.457143,-0.536842,-0.623501,-0.471698,-0.736842,-0.818182,-0.0243902,0.333333,0.266667
407,-0.771429,-0.768421,-0.820144,-0.672956,-0.552632,-0.909091,0.121951,-0.8,-0.533333
408,-0.628571,-0.631579,-0.709832,-0.496855,-0.736842,-0.909091,-0.658537,-0.333333,-0.333333
409,-0.257143,-0.610526,-0.669065,-0.157233,-0.657895,-0.545455,-0.707317,-0.133333,0
410,-0.542857,-0.357895,-0.402878,-0.63522,-0.763158,-0.909091,0.365854,0,0.2
411,-0.0571429,-0.368421,-0.505995,-0.18239,-0.815789,-0.636364,-0.902439,0.2,0.333333
412,-0.828571,-0.947368,-0.940048,-0.672956,-0.342105,-0.909091,-0.414634,-0.933333,-0.8
413,-0.2,-0.578947,-0.64988,-0.157233,-0.421053,-0.454545,-0.268293,-0.733333,-0.8
414,-0.857143,-0.673684,-0.752998,-0.748428,-0.815789,-0.636364,0.707317,0.2,0.4
415,0.0857143,-0.578947,-0.573141,-0.194969,-0.552632,-0.0909091,0.0243902,-0.533333,-0.2
416,0.542857,-0.0526316,0.201439,-0.0188679,-0.763158,-0.636364,0.170732,-0.0666667,0.333333
417,-0.285714,-0.642105,-0.724221,-0.194969,-0.815789,-0.181818,-0.463415,0.133333,0.2
418,-0.742857,-0.494737,-0.623501,-0.773585,-0.736842,-1,-0.170732,0.666667,0.6
419,-0.228571,-0.505263,-0.623501,-0.220126,-0.552632,-0.454545,-0.414634,-0.466667,-0.6
420,-0.857143,-0.705263,-0.810552,-0.798742,-0.894737,-0.545455,-0.0243902,0.6,0.666667
421,-0.4,-0.747368,-0.829736,-0.484277,-0.289474,-0.454545,-1,-0.666667,-0.933333
422,-0.0285714,0.0210526,0.117506,0.0566038,-0.684211,-0.545455,-0.658537,-0.133333,0
423,-0.828571,-0.631579,-0.726619,-0.899371,-0.947368,-0.909091,-0.853659,0.666667,0.733333
424,-0.228571,-0.589474,-0.659472,-0.0314465,-0.421053,-0.272727,-0.804878,-0.666667,-0.8
425,-0.457143,-0.242105,-0.232614,-0.446541,-0.815789,0,0.170732,0.133333,0.266667
426,-0.771429,-0.747368,-0.803357,-0.761006,-0.815789,-0.727273,0.756098,0.133333,0.466667
427,0.4,0.0315789,0.261391,0.320755,-0.684211,-0.0909091,0.170732,-0.2,0.0666667
428,-0.6,-0.368421,-0.414868,-0.509434,-0.789474,-0.363636,0.609756,0.133333,0.4
429,0.171429,-0.0210526,0.0911271,-0.0314465,-0.789474,0.363636,0.0731707,0,0.4
430,-0.542857,-0.694737,-0.769784,-0.610063,-0.763158,0,-0.560976,0.2,0.4
431,0.428571,0.0105263,0.223022,0.257862,-0.789474,-1,-0.560976,-0.2,0.333333
432,-0.142857,0.0947368,0.0671463,-0.0314465,-0.473684,-0.636364,-0.463415,0.0666667,-0.333333
433,-0.6,-0.505263,-0.657074,-0.496855,-0.605263,-0.454545,0.414634,-0.4,-0.333333
434,-0.228571,-0.505263,-0.654676,-0.207547,-0.394737,-0.0909091,-0.317073,-0.666667,-0.733333
435,0.257143,-0.0526316,0.0959233,0.408805,-0.657895,-0.181818,-0.0243902,-0.266667,0.0666667
436,-0.657143,-0.789474,-0.834532,-0.849057,-0.842105,-0.727273,-0.317073,0.266667,0.466667
437,-0.257143,-0.642105,-0.81295,-0.421384,-0.5,0.454545,-0.414634,-0.4,-0.733333
438,-0.542857,-0.610526,-0.64988,-0.295597,-0.447368,0.0909091,-0.95122,-0.733333,-0.666667
439,0.0857143,-0.231579,-0.306954,0.157233,-0.789474,-0.363636,-0.756098,0.0666667,0.133333
440,0.0285714,-0.189474,-0.0359712,-0.295597,-0.947368,-0.909091,0.609756,0.2,0.8
441,0.228571,-0.0631579,-0.0695444,0.383648,-0.789474,-1,-0.512195,0.0666667,0.333333
442,0,-0.557895,-0.539568,-0.0440252,-0.526316,0,-0.609756,-0.533333,-0.333333
443,-0.657143,-0.905263,-0.935252,-0.886792,-0.789474,-0.454545,-0.317073,0.0666667,0.133333
444,0.171429,-0.168421,-0.201439,0.0566038,-0.815789,0.0909091,-0.463415,0.2,0.333333
445,0.285714,0.442105,0.582734,0.672956,-0.315789,-0.363636,0.0731707,-0.466667,-0.8
446,0.142857,-0.578947,-0.58753,-0.144654,-0.473684,0.0909091,-0.853659,-0.466667,-0.333333
447,0.257143,-0.178947,-0.177458,0.18239,-0.789474,0.272727,-0.268293,0.133333,0.4
448,0.628571,-0.0105263,0.165468,0.433962,-0.605263,-1,-0.804878,-0.333333,-0.2
449,0.228571,0.0631579,0.0839329,0.320755,-0.5,-0.545455,-0.317073,0.0666667,-0.266667
450,-0.457143,-0.642105,-0.702638,-0.383648,-0.763158,0.181818,-0.560976,0,0.333333
451,-0.171429,-0.494737,-0.573141,0.0440252,-0.657895,-0.272727,-0.609756,0.0666667,0.2
452,-0.571429,-0.494737,-0.496403,-0.735849,-0.894737,-0.454545,-0.707317,0.466667,0.533333
453,-0.514286,-0.463158,-0.510791,-0.710692,-0.894737,-0.363636,0.414634,0.4,0.666667
454,-0.342857,-0.589474,-0.669065,-0.220126,-0.789474,-0.272727,-0.804878,0.266667,0.266667
455,0.142857,-0.115789,0.0143885,0.194969,-0.842105,-0.818182,-0.804878,0.0666667,0.533333
456,-0.228571,-0.557895,-0.666667,-0.220126,-0.368421,-0.909091,-0.317073,-0.733333,-0.8
457,-0.257143,-0.642105,-0.764988,-0.207547,-0.473684,-0.636364,-0.219512,-0.533333,-0.733333
458,-0.257143,-0.589474,-0.709832,-0.119497,-0.684211,-0.0909091,-0.853659,0,0.2
459,0.571429,0.0105263,0.251799,0.773585,-0.631579,-0.0909091,-0.902439,-0.266667,-0.0666667
460,-0.257143,-0.378947,-0.290168,-0.63522,-0.947368,-0.727273,-0.609756,0.533333,0.8
461,-0.342857,-0.8,-0.851319,-0.396226,-0.947368,0.181818,-0.804878,0.666667,0.8
462,0.228571,-0.0736842,0.00239808,0.144654,-0.789474,-0.181818,-0.170732,0.2,0.333333
463,-0.0857143,-0.336842,-0.419664,-0.081761,-0.710526,0,-0.902439,0.0666667,0.133333
464,-0.571429,-0.578947,-0.625899,-0.320755,-0.263158,0.181818,-0.853659,-0.733333,-0.866667
465,0.0857143,-0.2,-0.201439,0.119497,-0.631579,-0.727273,-0.365854,0.466667,0.2
466,-0.285714,-0.568421,-0.64988,-0.194969,-0.5,-0.363636,-0.463415,-0.666667,-0.666667
467,-0.228571,-0.589474,-0.676259,-0.257862,-0.526316,-0.909091,-0.414634,-0.666667,-0.666667
468,0.628571,-0.0421053,0.194245,0.421384,-0.578947,0.181818,0.121951,-0.333333,-0.133333
469,0.285714,0.0736842,0.263789,0.169811,-0.657895,0.0909091,-0.219512,-0.133333,0.266667
470,-0.4,-0.8,-0.863309,-0.484277,-0.921053,0.181818,-0.95122,0.866667,0.933333
471,-0.2,-0.621053,-0.769784,-0.27044,-0.657895,-0.909091,-0.560976,-0.2,-0.133333
472,0.6,0.0526316,0.251799,0.471698,-0.789474,-0.272727,0.0731707,0,0.4
473,0.171429,0.305263,0.321343,0.220126,-0.368421,-0.636364,-0.414634,-0.333333,-0.8
474,0.742857,0.0947368,0.297362,0.295597,-0.657895,0.363636,-0.95122,-0.133333,0
475,-0.571429,-0.547368,-0.621103,-0.446541,-0.578947,0,-0.560976,-0.666667,-0.6
476,0.514286,-0.0315789,0.136691,0.433962,-0.605263,-0.909091,0.170732,-0.333333,0
477,0.685714,0,0.335731,0.194969,-0.684211,-0.545455,-0.512195,-0.333333,0.133333
478,0.2,-0.578947,-0.561151,-0.157233,-0.631579,-0.545455,-0.560976,-0.4,-0.133333
479,-0.228571,-0.221053,-0.16307,-0.081761,-0.684211,-0.636364,-0.365854,0.266667,0.133333
480,-0.285714,-0.578947,-0.676259,-0.220126,-0.263158,-0.909091,-0.853659,-0.8,-0.933333
481,0.571429,-0.0105263,0.189448,0.408805,-0.605263,-0.909091,-0.95122,-0.4,-0.133333
482,0.485714,-0.0210526,0.230216,0.0943396,-0.605263,-0.636364,0.0243902,-0.266667,0
483,-0.142857,-0.368421,-0.438849,0.0566038,-0.789474,0.0909091,-0.268293,0,0.133333
484,-0.628571,-0.610526,-0.719424,-0.63522,-0.684211,-0.545455,-0.512195,-0.133333,0
485,0.171429,-0.557895,-0.544365,-0.0314465,-0.578947,-0.818182,-0.902439,-0.466667,-0.2
486,-0.171429,-0.536842,-0.630695,0.119497,-0.447368,-0.727273,-0.463415,-0.666667,-0.666667
487,0.685714,-0.0210526,0.280576,0.371069,-0.657895,0,-0.414634,-0.333333,-0.0666667
488,-0.171429,-0.473684,-0.522782,-0.00628931,-0.710526,0,-0.463415,0.0666667,0.2
489,-0.542857,-0.536842,-0.630695,-0.622642,-0.684211,0,-0.121951,-0.533333,-0.466667
490,0.257143,-0.0631579,0.148681,-0.0566038,-0.815789,-0.363636,0.0243902,0,0.333333
491,0.6,0.0421053,0.258993,0.320755,-0.710526,0.0909091,0.121951,-0.133333,0.333333
492,-0.114286,-0.473684,-0.553957,-0.245283,-0.894737,0.454545,-0.414634,0.466667,0.666667
493,-0.285714,-0.547368,-0.642686,-0.257862,-0.289474,-0.636364,-0.560976,-0.733333,-0.866667
494,0.514286,-0.0631579,0.251799,0.433962,-0.657895,-0.545455,-0.170732,-0.333333,0
495,0.342857,0.463158,0.695444,0.685535,-0.342105,0.0909091,-0.95122,-0.666667,-0.933333
496,-0.257143,-0.463158,-0.546763,0.0314465,-0.736842,-0.545455,-0.756098,0.133333,0.133333
497,0.485714,-0.0315789,0.18705,0.320755,-0.763158,-0.818182,0.414634,-0.133333,0.333333
498,-0.114286,-0.515789,-0.580336,-0.345912,-0.605263,-0.909091,-0.707317,-0.333333,0.0666667
499,-0.714286,-0.926316,-0.952038,-0.660377,-0.236842,-0.363636,-0.317073,-0.733333,-0.866667
500,0.6,0.0315789,0.218225,0.433962,-0.657895,-1,0.512195,-0.266667,0.133333
501,0.714286,0.0631579,0.374101,0.194969,-0.631579,-1,-0.463415,-0.333333,0.0666667
502,0.485714,0.0631579,0.251799,0.358491,-0.578947,-0.545455,-0.414634,-0.266667,-0.0666667
503,-0.742857,-0.810526,-0.83693,-0.622642,-0.552632,-0.545455,0.317073,-0.533333,-0.6
504,-0.6,-0.578947,-0.688249,-0.496855,-0.526316,-0.181818,-0.121951,-0.466667,-0.466667
505,-0.171429,-0.0105263,-0.0671463,0.0691824,-0.710526,-1,-0.317073,-0.2,0.0666667
506,0.371429,0.0421053,0.261391,0.320755,-0.684211,0.909091,-0.463415,-0.133333,0.2
507,0.257143,-0.0210526,0.158273,0.0691824,-0.842105,-1,0.756098,-0.0666667,0.666667
508,-0.8,-0.557895,-0.647482,-0.647799,-0.789474,-0.818182,0.609756,0,0.133333
509,0.114286,-0.515789,-0.549161,-0.220126,-0.710526,-0.363636,0.0243902,-0.133333,0.266667
510,0.685714,-0.0421053,0.184652,0.433962,-0.605263,0.0909091,0.268293,-0.333333,-0.0666667
511,-0.228571,-0.621053,-0.681055,-0.220126,-0.289474,-0.454545,-0.560976,-0.8,-0.933333
512,-0.685714,-0.431579,-0.494005,-0.610063,-0.789474,-0.909091,-0.560976,0.0666667,0.133333
513,0.6,0,0.306954,0.144654,-0.710526,-1,0.414634,-0.266667,0.333333
514,-0.542857,-0.494737,-0.565947,-0.798742,-0.894737,-0.545455,0.95122,0.333333,0.8
515,-0.571429,-0.610526,-0.77458,-0.761006,-0.657895,-0.363636,-0.658537,-0.133333,-0.2
516,-0.742857,-0.768421,-0.820144,-0.54717,-0.263158,-1,0.0243902,-0.933333,-0.8
517,-0.314286,-0.536842,-0.669065,-0.358491,-0.921053,1,-0.512195,1,1
518,0.485714,-0.0210526,0.23741,0.446541,-0.789474,0.181818,0.219512,-0.0666667,0.533333
519,-0.542857,-0.547368,-0.628297,-0.358491,-0.552632,-0.363636,-0.219512,-0.6,-0.6
520,-0.457143,-0.726316,-0.767386,-0.811321,-0.894737,-0.727273,-0.707317,0.666667,0.866667
521,-0.571429,-0.242105,-0.311751,-0.421384,-0.710526,-0.363636,-0.121951,-0.133333,0
522,-0.428571,-0.621053,-0.781775,-0.647799,-0.631579,-1,-1,-0.266667,-0.533333
523,-0.628571,-0.642105,-0.743405,-0.786164,-0.815789,-0.909091,0.853659,0.133333,0.533333
524,-0.114286,-0.263158,-0.645084,-0.308176,-0.157895,-0.545455,-0.560976,-0.333333,0
525,0.4,-0.0421053,0.239808,0.106918,-0.815789,-1,-0.0243902,0,0.466667
526,-0.171429,-0.431579,-0.527578,-0.144654,-0.736842,-0.272727,-0.512195,-0.0666667,-0.0666667
527,-0.257143,-0.0947368,-0.179856,-0.169811,-0.657895,0.363636,-0.463415,-0.0666667,0.0666667
528,0.0857143,-0.136842,0.0695444,-0.0314465,-0.842105,0.0909091,0.0243902,0.0666667,0.333333
529,-0.0285714,-0.431579,-0.410072,-0.0440252,-0.736842,-0.181818,-0.0731707,0.6,0.666667
