"id","total","CentralLuzon","IlocosRegion","MetroManila","Visayas","age2","exposure"
627,3,1,0,0,0,2.04523635670527,1
628,4,0,0,0,1,0.654137357563585,1
629,6,0,0,0,1,1.26391363498569,1
630,2,0,0,0,1,1.49574758130393,1
631,1,1,0,0,0,0.719260823433585,1
632,0,0,1,0,0,0.0140235092922089,1
633,5,0,0,0,0,2.24746352828812,1
634,1,0,0,0,1,0.504127157004724,1
635,7,0,0,0,1,2.24746352828812,1
636,3,0,1,0,0,0.606927928606888,1
637,4,0,0,0,0,0.547231418226055,1
638,5,0,1,0,0,0.449857602113057,1
639,6,0,0,0,1,4.96766459711914,1
640,1,0,0,0,0,5.1010825485185,1
641,3,0,0,1,0,1.17708234715902,1
642,9,0,0,0,1,0.283706339560656,1
643,4,0,0,1,0,0.00786575768916145,1
644,0,0,0,0,1,0.0514212060764543,1
645,4,0,0,0,0,0.547231418226055,1
646,1,0,0,0,1,3.04701166961301,1
647,8,0,0,1,0,0.10597036991604,1
648,3,1,0,0,0,0.841125841484812,1
649,2,0,0,0,1,0.654137357563585,1
650,7,0,0,0,1,0.0351403396089544,1
651,2,0,0,0,0,0.00243880219999482,1
652,3,0,0,0,1,0.0657892931502316,1
653,1,0,0,1,0,2.58404279934633,1
654,7,0,1,0,0,3.29279428958315,1
655,7,0,0,1,0,0.0657892931502316,1
656,5,0,0,1,0,0.000386218332312358,1
657,1,1,0,0,0,0.972522982760572,1
658,4,0,0,0,1,0.547231418226055,1
659,2,1,0,0,0,0.0874971151068981,1
660,6,1,0,0,0,1.33164890261921,1
661,2,0,0,1,0,0.000386218332312358,1
662,0,0,0,1,0,1.96108041813029,1
663,1,0,0,1,0,0.770575420125646,1
664,3,0,0,0,0,0.00243880219999482,1
665,4,1,0,0,0,0.0514212060764543,1
666,4,1,0,0,0,1.26391363498569,1
667,3,1,0,0,0,1.03204791492336,1
668,1,0,0,0,1,1.42390714593504,1
669,3,0,0,1,0,0.896545605912239,1
670,5,0,0,0,1,0.770575420125646,1
671,6,0,0,1,0,0.0514212060764543,1
672,2,0,0,0,0,2.36685654904978,1
673,1,0,0,1,0,0.00786575768916145,1
674,5,0,0,0,1,1.85254130834696,1
675,7,0,0,1,0,0.10597036991604,1
676,3,0,1,0,0,0.41085850862709,1
677,1,0,0,0,0,0.252917581545419,1
678,7,0,0,0,1,0.00786575768916145,1
679,4,0,0,1,0,0.770575420125646,1
680,4,0,0,0,0,0.18824530284138,1
681,3,0,0,1,0,0.000386218332312358,1
682,1,0,0,0,0,0.18824530284138,1
683,4,0,0,1,0,1.11345224726086,1
684,9,0,0,0,1,0.0657892931502316,1
685,4,0,0,1,0,0.719260823433585,1
686,6,0,0,1,0,0.10597036991604,1
687,0,0,0,0,0,1.59343278010892,1
688,0,0,0,0,0,1.77249053750734,1
689,3,0,1,0,0,0.0140235092922089,1
690,5,0,0,1,0,0.606927928606888,1
691,5,0,0,0,0,0.000386218332312358,1
692,5,0,0,0,1,0.000386218332312358,1
693,8,0,0,0,1,0.00786575768916145,1
694,5,1,0,0,0,0.0514212060764543,1
695,1,0,0,1,0,0.841125841484812,1
696,1,0,0,1,0,0.841125841484812,1
697,9,0,0,0,1,1.26391363498569,1
698,3,0,0,0,1,1.66937838321318,1
699,4,0,0,0,0,0.00786575768916145,1
700,5,0,0,0,1,2.04523635670527,1
701,4,0,0,0,1,2.6805142411274,1
702,1,0,0,0,1,2.8107611728674,1
703,2,0,1,0,0,0.896545605912239,1
704,3,1,0,0,0,1.85254130834696,1
705,4,1,0,0,0,0.283706339560656,1
706,4,0,0,1,0,0.0657892931502316,1
707,6,0,0,0,1,0.0657892931502316,1
708,2,0,0,0,1,1.66937838321318,1
709,3,0,0,0,1,0.155683569906381,1
710,2,0,0,1,0,0.0351403396089544,1
711,0,0,0,1,0,1.49574758130393,1
712,3,0,0,1,0,0.0874971151068981,1
713,8,1,0,0,0,0.719260823433585,1
714,4,0,0,0,1,0.770575420125646,1
715,3,0,0,0,0,0.0351403396089544,1
716,3,0,0,0,1,3.40158123457032,1
717,1,0,1,0,0,1.26391363498569,1
718,9,0,0,0,1,0.504127157004724,1
719,5,0,1,0,0,0.41085850862709,1
720,4,0,0,1,0,0.000386218332312358,1
721,7,0,0,0,1,1.03204791492336,1
722,1,0,0,0,1,2.15920242197777,1
723,2,0,1,0,0,1.49574758130393,1
724,1,1,0,0,0,0.000386218332312358,1
725,5,0,0,1,0,0.362015909224591,1
726,4,0,0,0,1,0.133105147361873,1
727,3,0,1,0,0,0.362015909224591,1
728,4,1,0,0,0,3.54810903277782,1
729,1,0,0,0,1,0.0351403396089544,1
730,1,1,0,0,0,1.96108041813029,1
731,1,0,0,0,1,0.00786575768916145,1
732,6,0,0,0,1,0.972522982760572,1
733,8,0,0,0,0,0.252917581545419,1
734,6,1,0,0,0,0.000386218332312358,1
735,3,1,0,0,0,1.03204791492336,1
736,5,1,0,0,0,1.26391363498569,1
737,3,0,0,1,0,0.896545605912239,1
738,2,0,0,0,1,0.449857602113057,1
739,5,0,0,0,1,0.214928893121252,1
740,4,0,1,0,0,1.03204791492336,1
741,8,0,0,1,0,0.41085850862709,1
742,5,0,1,0,0,1.17708234715902,1
743,5,0,0,0,0,1.85254130834696,1
744,3,0,0,0,1,0.0248774202705421,1
745,3,0,0,0,1,1.17708234715902,1
746,4,0,0,0,1,0.896545605912239,1
747,3,0,0,0,1,0.10597036991604,1
748,7,1,0,0,0,0.10597036991604,1
749,1,0,0,1,0,0.0351403396089544,1
750,3,1,0,0,0,2.04523635670527,1
751,2,0,0,0,0,0.770575420125646,1
752,2,0,0,1,0,1.59343278010892,1
753,4,1,0,0,0,0.18824530284138,1
754,2,0,0,0,1,0.155683569906381,1
755,7,0,0,0,1,0.770575420125646,1
756,4,1,0,0,0,0.000386218332312358,1
757,5,0,0,1,0,0.41085850862709,1
758,5,0,0,0,1,0.214928893121252,1
759,5,0,1,0,0,0.0657892931502316,1
760,4,0,0,1,0,1.77249053750734,1
761,4,0,0,0,1,0.000386218332312358,1
762,8,0,0,0,1,0.547231418226055,1
763,4,1,0,0,0,0.10597036991604,1
764,8,0,0,0,1,1.11345224726086,1
765,5,1,0,0,0,2.04523635670527,1
766,2,0,0,1,0,0.362015909224591,1
767,5,0,0,0,1,0.0140235092922089,1
768,1,0,0,0,1,0.719260823433585,1
769,6,0,0,0,1,0.362015909224591,1
770,3,0,1,0,0,3.29279428958315,1
771,4,0,0,1,0,0.896545605912239,1
772,4,0,0,0,0,2.45922282309549,1
773,1,0,0,1,0,4.66468923780181,1
774,9,0,0,0,1,1.33164890261921,1
775,5,0,0,0,1,2.58404279934633,1
776,1,0,0,0,0,0.133105147361873,1
777,4,0,0,0,0,0.283706339560656,1
778,4,0,0,0,1,1.77249053750734,1
779,6,0,0,0,1,0.000386218332312358,1
780,3,0,1,0,0,0.0514212060764543,1
781,6,1,0,0,0,0.10597036991604,1
782,2,0,0,0,1,4.96766459711914,1
783,6,0,0,1,0,1.49574758130393,1
784,2,0,0,0,0,4.20843733703402,1
785,4,0,0,0,0,1.85254130834696,1
786,1,1,0,0,0,1.26391363498569,1
787,6,0,1,0,0,0.0140235092922089,1
788,4,0,0,0,0,2.45922282309549,1
789,4,1,0,0,0,2.04523635670527,1
790,2,0,0,1,0,0.327121983473989,1
791,2,1,0,0,0,0.449857602113057,1
792,3,0,0,0,1,0.896545605912239,1
793,2,0,0,1,0,0.606927928606888,1
794,8,0,0,0,1,0.327121983473989,1
795,6,0,0,1,0,0.133105147361873,1
796,4,0,0,0,1,2.8107611728674,1
797,3,0,0,1,0,2.36685654904978,1
798,2,0,1,0,0,2.24746352828812,1
799,4,0,0,0,1,0.214928893121252,1
800,5,0,0,1,0,0.449857602113057,1
801,7,0,1,0,0,1.03204791492336,1
802,2,1,0,0,0,0.449857602113057,1
803,4,0,0,0,0,0.283706339560656,1
804,4,0,0,0,1,0.0874971151068981,1
805,8,0,0,0,1,0.362015909224591,1
806,3,0,0,0,1,2.24746352828812,1
807,2,0,0,0,0,0.547231418226055,1
808,4,0,0,0,1,0.0248774202705421,1
809,3,0,0,0,0,1.03204791492336,1
810,1,0,0,0,0,0.0248774202705421,1
811,1,0,1,0,0,2.15920242197777,1
812,6,0,0,0,1,0.000386218332312358,1
813,4,0,1,0,0,0.252917581545419,1
814,2,0,1,0,0,0.719260823433585,1
815,3,0,0,1,0,2.04523635670527,1
816,3,0,0,0,1,0.0351403396089544,1
817,1,0,0,0,1,2.15920242197777,1
818,12,1,0,0,0,0.252917581545419,1
819,4,0,0,1,0,1.49574758130393,1
820,4,1,0,0,0,3.66100114550035,1
821,4,0,0,0,0,0.133105147361873,1
822,3,0,0,1,0,0.0874971151068981,1
823,4,0,1,0,0,0.0657892931502316,1
824,1,1,0,0,0,2.58404279934633,1
825,3,0,0,1,0,2.04523635670527,1
826,5,0,0,0,1,1.03204791492336,1
827,1,1,0,0,0,1.11345224726086,1
828,3,0,0,1,0,0.449857602113057,1
829,4,0,0,0,0,1.03204791492336,1
830,2,0,0,0,1,1.26391363498569,1
831,9,0,0,0,1,1.26391363498569,1
832,4,0,0,0,1,0.18824530284138,1
833,11,0,0,0,1,0.0657892931502316,1
834,1,0,0,0,1,1.17708234715902,1
835,4,0,0,0,1,0.770575420125646,1
836,0,1,0,0,0,1.26391363498569,1
837,2,1,0,0,0,0.654137357563585,1
838,1,0,0,0,1,0.449857602113057,1
839,3,0,0,1,0,0.0657892931502316,1
840,5,0,0,0,1,2.24746352828812,1
841,1,0,0,0,1,5.280172079661,1
842,5,0,0,0,1,2.15920242197777,1
843,4,0,0,1,0,3.15169344686481,1
844,2,1,0,0,0,2.04523635670527,1
845,4,0,0,1,0,0.214928893121252,1
846,3,0,0,0,1,0.155683569906381,1
847,6,0,0,0,1,0.0351403396089544,1
848,1,0,1,0,0,1.42390714593504,1
849,4,0,0,0,1,0.896545605912239,1
850,5,0,0,0,1,0.0514212060764543,1
851,4,0,1,0,0,0.972522982760572,1
852,4,0,0,0,0,0.606927928606888,1
853,3,0,0,1,0,0.547231418226055,1
854,6,0,0,1,0,1.17708234715902,1
855,3,0,0,0,1,0.504127157004724,1
856,1,0,0,1,0,1.17708234715902,1
857,9,0,0,0,1,0.362015909224591,1
858,5,0,0,1,0,0.10597036991604,1
859,3,0,0,0,1,0.0657892931502316,1
860,4,1,0,0,0,4.96766459711914,1
861,4,1,0,0,0,0.214928893121252,1
862,2,0,0,0,1,0.000386218332312358,1
863,3,0,1,0,0,3.15169344686481,1
864,10,0,0,1,0,1.77249053750734,1
865,5,0,0,0,1,0.449857602113057,1
866,4,0,0,0,1,0.719260823433585,1
867,6,1,0,0,0,0.283706339560656,1
868,4,1,0,0,0,0.0140235092922089,1
869,3,0,0,1,0,0.133105147361873,1
870,1,0,0,0,1,1.26391363498569,1
871,3,0,0,0,1,0.0874971151068981,1
872,4,0,0,0,0,0.252917581545419,1
873,2,0,0,0,1,0.133105147361873,1
874,2,0,0,0,1,1.85254130834696,1
875,3,0,0,1,0,1.17708234715902,1
876,5,0,1,0,0,0.133105147361873,1
877,5,1,0,0,0,1.42390714593504,1
878,1,0,0,0,0,0.972522982760572,1
879,3,1,0,0,0,0.00243880219999482,1
880,4,0,0,0,1,0.362015909224591,1
881,5,0,0,0,1,0.770575420125646,1
882,9,1,0,0,0,0.0351403396089544,1
883,5,0,1,0,0,0.654137357563585,1
884,1,0,0,0,0,2.8107611728674,1
885,1,0,0,0,1,0.719260823433585,1
886,8,0,0,0,1,0.10597036991604,1
887,2,1,0,0,0,0.606927928606888,1
888,1,0,0,0,1,0.0657892931502316,1
889,5,0,0,1,0,0.654137357563585,1
890,3,0,0,0,1,2.45922282309549,1
891,0,0,1,0,0,3.54810903277782,1
892,1,0,0,0,1,4.37124600170902,1
893,8,0,0,0,1,0.000386218332312358,1
894,3,0,0,0,1,0.000386218332312358,1
895,9,0,0,0,1,0.00786575768916145,1
896,2,0,0,0,0,1.33164890261921,1
897,3,0,1,0,0,2.24746352828812,1
898,2,0,1,0,0,0.0657892931502316,1
899,0,0,0,0,0,0.214928893121252,1
900,4,0,0,0,1,1.26391363498569,1
901,2,0,0,0,1,1.33164890261921,1
902,3,0,0,1,0,0.41085850862709,1
903,3,0,0,0,1,0.000386218332312358,1
904,4,0,0,1,0,2.04523635670527,1
905,2,1,0,0,0,1.17708234715902,1
906,1,0,0,1,0,1.49574758130393,1
907,4,0,0,0,1,0.972522982760572,1
908,2,0,0,0,1,0.133105147361873,1
909,0,0,0,0,1,1.59343278010892,1
910,2,0,1,0,0,1.33164890261921,1
911,3,1,0,0,0,4.08733488884075,1
912,1,1,0,0,0,1.42390714593504,1
913,5,0,0,0,1,0.10597036991604,1
914,5,0,0,0,1,0.214928893121252,1
915,2,0,0,0,1,0.0248774202705421,1
916,2,1,0,0,0,1.96108041813029,1
917,2,0,0,0,1,2.45922282309549,1
918,3,0,0,0,1,0.00243880219999482,1
919,2,0,0,0,1,3.66100114550035,1
920,5,0,0,0,0,0.214928893121252,1
921,2,0,0,0,1,2.04523635670527,1
922,4,1,0,0,0,0.0140235092922089,1
923,4,0,0,0,0,0.10597036991604,1
924,5,0,0,0,1,0.10597036991604,1
925,3,0,0,0,1,0.362015909224591,1
926,3,1,0,0,0,0.41085850862709,1
927,5,0,1,0,0,0.133105147361873,1
928,0,0,0,0,1,0.252917581545419,1
929,1,1,0,0,0,0.606927928606888,1
930,6,0,0,0,1,0.0657892931502316,1
931,5,0,0,1,0,0.0351403396089544,1
932,4,1,0,0,0,0.770575420125646,1
933,4,0,0,0,1,1.17708234715902,1
934,2,0,1,0,0,0.606927928606888,1
935,3,0,0,0,1,0.654137357563585,1
936,5,1,0,0,0,0.504127157004724,1
937,9,0,1,0,0,0.0657892931502316,1
938,8,0,1,0,0,0.0514212060764543,1
939,0,0,1,0,0,5.93378341441831,1
940,1,0,0,0,1,1.26391363498569,1
941,3,0,0,1,0,0.654137357563585,1
942,7,0,0,0,1,0.449857602113057,1
943,4,1,0,0,0,0.155683569906381,1
944,1,0,0,0,1,0.18824530284138,1
945,4,1,0,0,0,1.33164890261921,1
946,6,0,0,0,1,0.000386218332312358,1
947,2,0,0,0,0,0.0248774202705421,1
948,3,0,0,0,1,0.896545605912239,1
949,4,1,0,0,0,2.04523635670527,1
950,3,0,0,0,1,0.214928893121252,1
951,6,0,0,1,0,0.449857602113057,1
952,2,0,1,0,0,0.0351403396089544,1
953,3,1,0,0,0,1.96108041813029,1
954,3,0,0,1,0,0.547231418226055,1
955,4,0,0,0,1,0.841125841484812,1
956,2,0,0,0,1,0.606927928606888,1
957,3,0,0,0,1,2.6805142411274,1
958,1,0,0,0,0,3.29279428958315,1
959,0,0,1,0,0,0.719260823433585,1
960,2,0,0,0,1,0.841125841484812,1
961,3,1,0,0,0,0.18824530284138,1
962,3,0,0,1,0,3.29279428958315,1
963,2,0,0,0,1,0.327121983473989,1
964,7,0,0,0,1,0.362015909224591,1
965,2,0,0,0,1,2.8107611728674,1
966,0,1,0,0,0,0.0248774202705421,1
967,6,0,0,1,0,0.0874971151068981,1
968,3,0,0,0,0,0.0351403396089544,1
969,4,0,0,0,0,0.00243880219999482,1
970,2,0,0,0,0,0.0351403396089544,1
971,0,0,0,0,1,1.17708234715902,1
972,1,0,0,0,0,2.8107611728674,1
973,3,0,1,0,0,0.0248774202705421,1
974,5,1,0,0,0,0.362015909224591,1
975,5,0,0,1,0,1.17708234715902,1
976,6,0,0,0,1,1.49574758130393,1
977,4,0,0,0,0,0.770575420125646,1
978,6,0,0,1,0,0.0657892931502316,1
979,5,1,0,0,0,0.841125841484812,1
980,3,0,0,1,0,1.85254130834696,1
981,5,0,0,0,0,1.49574758130393,1
982,4,0,0,0,1,0.41085850862709,1
983,5,1,0,0,0,1.42390714593504,1
984,2,0,0,1,0,0.18824530284138,1
985,4,0,0,0,0,2.8107611728674,1
986,2,0,0,0,0,0.449857602113057,1
987,5,0,0,0,0,0.841125841484812,1
988,2,0,0,1,0,0.214928893121252,1
989,6,0,0,1,0,2.36685654904978,1
990,4,0,1,0,0,0.0140235092922089,1
991,2,1,0,0,0,3.15169344686481,1
992,0,0,0,1,0,4.08733488884075,1
993,3,0,0,1,0,0.0248774202705421,1
994,6,0,0,0,0,1.26391363498569,1
995,5,0,1,0,0,0.000386218332312358,1
996,1,1,0,0,0,2.8107611728674,1
997,1,0,0,0,0,0.327121983473989,1
998,4,1,0,0,0,0.00243880219999482,1
999,1,0,1,0,0,3.81295589919702,1
1000,4,1,0,0,0,0.0140235092922089,1
1001,4,1,0,0,0,4.66468923780181,1
1002,3,0,0,1,0,0.283706339560656,1
1003,1,0,0,1,0,0.252917581545419,1
1004,3,0,0,1,0,1.66937838321318,1
1005,0,1,0,0,0,0.00243880219999482,1
1006,7,0,0,0,1,0.283706339560656,1
1007,3,0,0,1,0,0.606927928606888,1
1008,3,0,0,0,1,0.252917581545419,1
1009,6,0,0,0,0,0.283706339560656,1
1010,3,1,0,0,0,0.770575420125646,1
1011,4,0,1,0,0,0.252917581545419,1
1012,1,0,0,1,0,1.03204791492336,1
1013,6,0,0,0,1,0.000386218332312358,1
1014,7,0,0,0,1,0.10597036991604,1
1015,7,0,0,0,1,0.449857602113057,1
1016,1,0,0,0,1,1.66937838321318,1
1017,3,0,0,0,1,2.6805142411274,1
1018,0,1,0,0,0,9.77376748167677,1
1019,2,0,1,0,0,0.0657892931502316,1
1020,6,0,0,1,0,0.770575420125646,1
1021,2,0,0,0,0,1.17708234715902,1
1022,0,0,0,0,1,1.96108041813029,1
1023,3,0,0,1,0,1.85254130834696,1
1024,6,0,0,0,1,2.8107611728674,1
1025,1,0,0,0,0,1.77249053750734,1
1026,3,1,0,0,0,0.896545605912239,1
1027,11,0,1,0,0,1.77249053750734,1
1028,3,0,0,0,1,0.41085850862709,1
1029,3,0,0,0,1,0.283706339560656,1
1030,5,0,1,0,0,1.49574758130393,1
1031,2,0,0,1,0,3.40158123457032,1
1032,1,0,0,1,0,0.0140235092922089,1
1033,6,0,0,1,0,0.972522982760572,1
1034,3,0,0,0,1,0.504127157004724,1
1035,3,0,0,0,1,0.18824530284138,1
1036,2,0,0,0,1,0.283706339560656,1
1037,12,1,0,0,0,0.155683569906381,1
1038,1,0,0,0,1,2.8107611728674,1
1039,2,0,1,0,0,2.91133778238384,1
1040,7,0,0,1,0,0.000386218332312358,1
1041,7,0,0,0,1,0.0140235092922089,1
1042,2,0,0,0,1,2.36685654904978,1
1043,4,0,0,0,1,3.29279428958315,1
1044,2,0,0,1,0,2.6805142411274,1
1045,1,0,0,0,0,1.11345224726086,1
1046,2,0,1,0,0,2.04523635670527,1
1047,8,0,0,1,0,0.327121983473989,1
1048,5,0,0,0,1,0.00243880219999482,1
1049,6,0,0,0,0,1.17708234715902,1
1050,4,0,1,0,0,0.155683569906381,1
1051,6,0,0,1,0,1.85254130834696,1
1052,4,0,1,0,0,0.362015909224591,1
1053,1,0,0,0,1,0.0248774202705421,1
1054,2,1,0,0,0,0.547231418226055,1
1055,3,0,1,0,0,0.214928893121252,1
1056,5,0,1,0,0,1.49574758130393,1
1057,3,0,0,0,0,0.0248774202705421,1
1058,5,0,0,1,0,0.654137357563585,1
1059,8,0,0,0,1,0.449857602113057,1
1060,2,0,0,0,1,0.719260823433585,1
1061,5,0,0,0,0,0.10597036991604,1
1062,7,0,1,0,0,0.155683569906381,1
1063,1,0,0,0,1,0.841125841484812,1
1064,4,0,0,0,1,0.770575420125646,1
1065,4,0,0,0,1,0.0248774202705421,1
1066,4,0,0,0,0,1.17708234715902,1
1067,2,0,1,0,0,0.449857602113057,1
1068,4,0,0,0,1,2.24746352828812,1
1069,3,1,0,0,0,0.0657892931502316,1
1070,6,0,1,0,0,0.327121983473989,1
1071,3,0,0,0,0,0.896545605912239,1
1072,2,1,0,0,0,1.85254130834696,1
1073,2,0,0,0,0,0.283706339560656,1
1074,5,0,0,1,0,0.18824530284138,1
1075,8,0,0,1,0,1.11345224726086,1
1076,1,0,0,0,1,0.547231418226055,1
1077,4,1,0,0,0,0.283706339560656,1
1078,3,0,0,0,0,0.155683569906381,1
1079,4,0,1,0,0,0.896545605912239,1
1080,7,0,0,0,1,0.362015909224591,1
1081,4,0,0,0,0,0.00786575768916145,1
1082,1,0,0,1,0,2.91133778238384,1
1083,7,0,0,0,1,0.133105147361873,1
1084,5,0,0,1,0,1.85254130834696,1
1085,3,0,1,0,0,1.03204791492336,1
1086,1,0,1,0,0,0.18824530284138,1
1087,4,0,0,1,0,0.719260823433585,1
1088,7,0,0,0,0,1.66937838321318,1
1089,4,0,0,0,1,1.11345224726086,1
1090,1,0,1,0,0,2.36685654904978,1
1091,7,0,0,0,1,0.362015909224591,1
1092,2,0,1,0,0,0.0874971151068981,1
1093,0,0,0,0,1,0.896545605912239,1
1094,4,0,1,0,0,2.36685654904978,1
1095,2,0,1,0,0,0.504127157004724,1
1096,2,0,0,1,0,0.10597036991604,1
1097,3,0,0,1,0,0.214928893121252,1
1098,3,1,0,0,0,0.504127157004724,1
1099,4,0,0,0,1,0.00786575768916145,1
1100,6,0,0,0,0,0.449857602113057,1
1101,5,0,0,0,1,1.85254130834696,1
1102,3,0,1,0,0,0.0514212060764543,1
1103,5,0,0,0,1,0.10597036991604,1
1104,3,0,0,0,1,1.49574758130393,1
1105,4,0,0,0,1,0.504127157004724,1
1106,0,0,0,0,1,0.000386218332312358,1
1107,7,0,0,1,0,0.449857602113057,1
1108,6,0,0,0,1,0.0248774202705421,1
1109,1,0,0,0,1,0.0351403396089544,1
1110,8,0,0,0,1,0.0657892931502316,1
1111,6,0,0,0,1,0.0514212060764543,1
1112,3,0,0,0,1,2.24746352828812,1
1113,3,0,1,0,0,0.252917581545419,1
1114,6,0,0,0,1,0.327121983473989,1
1115,2,0,0,0,1,1.59343278010892,1
1116,1,0,0,0,1,0.547231418226055,1
1117,3,0,0,1,0,1.17708234715902,1
1118,1,0,1,0,0,4.08733488884075,1
1119,4,0,0,0,1,0.606927928606888,1
1120,4,1,0,0,0,3.54810903277782,1
1121,8,0,1,0,0,0.283706339560656,1
1122,3,0,0,0,1,0.214928893121252,1
1123,0,0,0,0,1,1.59343278010892,1
1124,2,0,0,1,0,1.66937838321318,1
1125,2,0,0,0,1,0.327121983473989,1
1126,4,1,0,0,0,2.24746352828812,1
1127,7,0,0,0,1,0.41085850862709,1
1128,2,0,0,0,1,0.0514212060764543,1
1129,4,0,0,0,1,0.133105147361873,1
1130,2,0,0,0,1,0.547231418226055,1
1131,3,0,0,1,0,0.362015909224591,1
1132,4,0,0,1,0,0.00786575768916145,1
1133,8,0,0,0,1,0.41085850862709,1
1134,5,0,0,1,0,0.0657892931502316,1
1135,4,0,0,1,0,0.896545605912239,1
1136,3,0,0,0,0,3.66100114550035,1
1137,2,1,0,0,0,1.03204791492336,1
1138,5,0,0,1,0,0.770575420125646,1
1139,1,0,1,0,0,0.654137357563585,1
1140,4,0,0,0,1,1.59343278010892,1
1141,1,0,0,0,0,1.96108041813029,1
1142,6,1,0,0,0,0.719260823433585,1
1143,4,0,1,0,0,0.654137357563585,1
1144,1,0,0,0,0,0.504127157004724,1
1145,0,0,0,0,0,2.24746352828812,1
1146,3,0,0,0,1,2.24746352828812,1
1147,7,1,0,0,0,0.0248774202705421,1
1148,3,1,0,0,0,0.41085850862709,1
1149,2,0,0,0,1,0.00243880219999482,1
1150,0,0,0,0,1,0.000386218332312358,1
1151,9,0,0,0,1,0.449857602113057,1
1152,3,0,0,0,1,2.15920242197777,1
1153,1,0,0,0,0,1.96108041813029,1
1154,2,0,0,0,0,0.18824530284138,1
1155,3,0,0,1,0,0.896545605912239,1
1156,5,1,0,0,0,1.77249053750734,1
1157,3,0,0,0,1,0.0140235092922089,1
1158,6,0,1,0,0,0.896545605912239,1
1159,7,0,1,0,0,0.547231418226055,1
1160,6,0,0,0,1,0.0514212060764543,1
1161,3,0,0,1,0,4.20843733703402,1
1162,1,1,0,0,0,0.841125841484812,1
1163,5,0,1,0,0,1.49574758130393,1
1164,9,0,0,0,1,0.283706339560656,1
1165,7,0,0,0,1,0.504127157004724,1
1166,7,0,0,1,0,1.03204791492336,1
1167,2,0,0,0,1,0.0248774202705421,1
1168,1,0,0,0,1,3.54810903277782,1
1169,4,0,0,1,0,0.214928893121252,1
1170,4,0,0,1,0,0.133105147361873,1
1171,3,0,0,0,1,0.362015909224591,1
1172,2,0,0,0,1,0.504127157004724,1
1173,10,0,0,0,0,0.606927928606888,1
1174,0,1,0,0,0,0.00786575768916145,1
1175,5,0,1,0,0,0.00243880219999482,1
1176,6,0,0,0,1,0.654137357563585,1
1177,5,0,0,1,0,0.000386218332312358,1
1178,5,0,1,0,0,1.33164890261921,1
1179,6,1,0,0,0,0.0351403396089544,1
1180,2,0,0,0,1,2.24746352828812,1
1181,2,0,1,0,0,8.52168496764165,1
1182,7,0,0,0,0,0.000386218332312358,1
1183,4,0,0,1,0,0.00786575768916145,1
1184,3,0,1,0,0,0.155683569906381,1
1185,3,0,0,1,0,2.04523635670527,1
1186,3,0,0,0,1,2.24746352828812,1
1187,3,0,0,0,0,0.00243880219999482,1
1188,5,0,1,0,0,1.59343278010892,1
1189,3,0,0,0,1,2.58404279934633,1
1190,1,0,1,0,0,5.93378341441831,1
1191,1,0,0,0,1,0.00786575768916145,1
1192,3,0,0,1,0,0.10597036991604,1
1193,5,1,0,0,0,0.362015909224591,1
1194,7,0,0,1,0,0.252917581545419,1
1195,2,0,0,0,1,0.0874971151068981,1
1196,11,0,0,0,1,0.18824530284138,1
1197,2,0,1,0,0,0.10597036991604,1
1198,2,0,0,0,1,0.0248774202705421,1
1199,3,0,0,1,0,2.04523635670527,1
1200,7,0,0,0,1,1.03204791492336,1
1201,2,0,0,1,0,0.327121983473989,1
1202,5,0,0,0,0,0.283706339560656,1
1203,5,0,0,0,1,0.0351403396089544,1
1204,0,0,0,0,1,2.8107611728674,1
1205,6,0,0,0,1,0.0657892931502316,1
1206,6,0,1,0,0,0.0140235092922089,1
1207,0,1,0,0,0,0.841125841484812,1
1208,3,0,0,0,1,0.18824530284138,1
1209,3,1,0,0,0,0.00786575768916145,1
1210,1,0,0,0,1,0.0514212060764543,1
1211,3,0,0,1,0,1.42390714593504,1
1212,1,0,0,0,1,0.841125841484812,1
1213,3,0,0,0,1,0.362015909224591,1
1214,5,0,0,0,1,0.155683569906381,1
1215,2,0,0,0,1,0.18824530284138,1
1216,2,1,0,0,0,2.24746352828812,1
1217,1,0,0,0,1,0.0140235092922089,1
1218,9,0,0,1,0,0.252917581545419,1
1219,3,0,0,1,0,1.26391363498569,1
1220,2,1,0,0,0,1.96108041813029,1
1221,6,0,1,0,0,0.133105147361873,1
1222,0,0,0,0,1,1.42390714593504,1
1223,4,0,1,0,0,0.770575420125646,1
1224,3,0,0,0,1,0.10597036991604,1
1225,2,0,0,0,1,2.24746352828812,1
1226,2,0,0,1,0,3.54810903277782,1
1227,2,0,0,0,1,0.10597036991604,1
1228,1,1,0,0,0,0.252917581545419,1
1229,2,0,0,0,1,4.08733488884075,1
1230,6,0,0,0,1,0.41085850862709,1
1231,3,0,0,1,0,0.0248774202705421,1
1232,5,0,0,1,0,1.17708234715902,1
1233,4,0,1,0,0,1.49574758130393,1
1234,5,0,0,0,1,1.17708234715902,1
1235,1,0,0,1,0,0.0351403396089544,1
1236,6,0,0,0,1,0.10597036991604,1
1237,5,1,0,0,0,0.972522982760572,1
1238,2,0,0,0,0,2.6805142411274,1
1239,0,0,0,0,0,0.719260823433585,1
1240,2,0,0,0,1,1.85254130834696,1
1241,2,0,0,0,1,2.45922282309549,1
1242,3,0,0,0,0,0.10597036991604,1
1243,3,0,0,1,0,1.42390714593504,1
